Ligand,SMILE,PDBCode
2gss_decoy_5,C[NH2+][C@@H](C)[C@@H](C(=O)Nc1ccc(CN2CC=CCC2)cc1O)c1ccccc1,2gss
2gss_decoy_6,CN[C@H]1CCCC[C@H]1[NH2+][C@H](C(=O)C1=CN(C)CC=C1C)c1ccc(OC)cc1,2gss
2gss_decoy_7,COc1cc2c(cc1Cl)[C@H](N)C1=C2OCCC1,2gss
2gss_decoy_8,Oc1cc(C2=C[C@H](Cl)C=N2)cc2c1OCCC2,2gss
2gss_decoy_9,C[C@H]1Cc2nc3c(c(O)c2CO1)C=C(Cl)CC3,2gss
2gst_decoy_1,COC1=C(C=C(C)[NH2+][C@@H]2C=CC[C@@H](C)C2)C(=O)N(C)C(=O)C1=C(NC1=CCCNC1=O)SC,2gst
2gst_decoy_10,COC(=O)[C@](C)(CC(=O)O)C[C@@]1(O)CC[C@@]2(C)CC[C@]3(C)CCC[C@@H]4SC[C@](C)(O)[C@@]43[C@H]2C1,2gst
2gst_decoy_2,C=CCO[C@H]1CC(C)=CC(=CC(=O)N(C)C)CNC(=O)N[C@H](c2cscc2CF)CCNC1=O,2gst
2gst_decoy_3,CSC=C(NC(=O)C(=CC=C(C)F)C(=O)N1C[C@@H]2CCCC[C@H]2[C@@H]1C)C(=O)N1CCOCC1,2gst
2gst_decoy_4,C[SH](=O)(F)C[C@H]1CNC(=O)[C@@H](N(CCC2=CCC=C2)C(=O)C(=O)Nc2cccc3[nH]ccc23)C1,2gst
2gst_decoy_5,CCc1[nH]nc(C)c1C(=O)O[C@@H]1CCc2c(sc3c(=O)c(C)c([C@](O)(CC)CC#N)[nH]c23)C1,2gst
2gst_decoy_6,C[C@H]1C[C@H]([C@@H]2CCC[C@H]2[C@@](O)(CCO)[C@@H]2CCOC2=O)C[C@H](CCC(=O)N2CSC[C@@H]2C)[C@H]1O,2gst
2gst_decoy_7,CC[C@@]1([C@H](O)CC[C@H]2OCC[C@@H]2O)CCC(=O)[C@]2(CC[C@H]3CCN(C(=O)CCS)C[C@H]3[C@H]2O)C1,2gst
2gst_decoy_8,C[C@H]1C[C@](C)(C[C@@H](C)[C@@H]2SC[C@@H]3[C@@H](COC(=O)[C@H]4CC=C[C@@H](C(=O)O)C4)[C@@H](O)C[C@H]23)CCO1,2gst
2gst_decoy_9,C[C@H](CO)C[S@](=O)[C@]1(CO)CC[C@H](C(=O)O[C@H]2[C@H]3[C@@H](C)NC[C@H]3[C@@]23CC(C)(C)OC3(C)C)CC1,2gst
2gsu_decoy_1,COO[C@@]1(C(=O)O)C[C@@](C)(P=O)C(=O)C1=O,2gsu
2gsu_decoy_10,CCCOP(O)[C@@](O)(C(C)=O)C(=O)COO,2gsu
2gsu_decoy_2,CCC(=O)OCOO[C@@](C)(CO)C(=O)P=O,2gsu
2gsu_decoy_3,CCOO[C@@](CP=O)(C(C)=O)C(=O)OC=O,2gsu
2gsu_decoy_4,COP(O)[C@H](OOCO)[C@](C)(O)CCC=O,2gsu
2gsu_decoy_5,COOOCC1=C(OP=O)C(=O)CC(=O)C1,2gsu
2gsu_decoy_6,CCC(=O)P[C@@](C)(COC)C(=O)OOO,2gsu
2gsu_decoy_7,CCO[C@@](C)(OC)P(OC(C)=O)OC(=O)O,2gsu
2gsu_decoy_8,CC(C)(C[C@@H](OCCOO)C(=O)O)P=O,2gsu
2gsu_decoy_9,CCOP(O)[C@H](OOCC=O)[C@](C)(O)C=O,2gsu
2gv6_decoy_1,CNC(=O)C[C@H](C[C@@H](CC(C)=CC=O)Cc1[nH]c2cc(C(=O)OC)ccc2c1C)C(=O)Nc1ccc(C)cc1,2gv6
2gv6_decoy_10,CC(=O)c1c(C)oc(C)c1C(=O)N(CSc1ccc2c(c1)CCO2)c1nnc(CCc2cc(F)sc(=O)c2)s1,2gv6
2gv6_decoy_2,Cc1ccc(N(CCC(N)=O)C(=O)CCOc2ccc(C)c(NC(=O)N[C@H]3C[C@@H](C)C[C@@H](C)C3(C)C)c2)cc1,2gv6
2gv6_decoy_3,C=CCCOc1ccccc1NC(=O)C1=C(NC(=O)NC)CC(C)(C)[C@H](C(=O)NCCCCC)[C@H]1C=C(C)C,2gv6
2gv6_decoy_4,C=C1Cc2ccc(NC(=O)COC(=O)CSc3nc(-c4cccs4)cs3)c3cc(=O)n(C)c(=O)c(c23)C1=CF,2gv6
2gv6_decoy_5,COC(=CC(=O)N1CCSC2=C(F)C(=O)C=C21)c1ccc(CN(C)C(=O)c2csc(C3CCCCC3)n2)o1,2gv6
2gv6_decoy_6,Cc1c(C(=O)N(CSCC(=O)OCc2ccc3ccoc3c2)c2ccccc2F)sc2[nH]c(=S)n(C)c(=O)c12,2gv6
2gv6_decoy_7,COC(=O)c1c(NC(=O)c2cc3c(s2)CSC3)sc(C(=O)N(CC(=O)N(C)C)C2CC2)c1-c1ccc(F)cc1,2gv6
2gv6_decoy_8,C=CCSC(=O)[C@@H](CC(=O)OC)Sc1nc2sc3c4ccccc4n(C4(C)CCCC4)c(=O)c3c2c(=O)[nH]1,2gv6
2gv6_decoy_9,O=C(Nc1ccc(-n2c(SCCc3ccccc3)noc2=O)c(F)c1)SC1=CC(=CC2=CC=C=C2)CS1(=O)=O,2gv6
2gv7_decoy_1,COc1ccc(C(=O)N(CC[C@@H](NC(=O)N[C@@H]2C[C@H]3CCC[C@@H]3c3ccoc32)SC)C[C@H](C)O)c(OC)c1OC,2gv7
2gv7_decoy_10,CC[C@@H](C)OC(=O)c1cccc(NC(=O)OC[C@@H](O)CNC(=O)[C@H](CN2CCS[C@H](C)C2)c2ccc(O)cc2)c1,2gv7
2gv7_decoy_2,CCCC(=O)N[C@H]1C[C@H](C(=O)N[C@H]2CNC(CO)=C2SCC)C[C@@H](Oc2ccc(OC(C)C)c(OC)c2OC)C1,2gv7
2gv7_decoy_3,CCOC(=O)c1c(C)[nH]c(C(=O)NCc2cccs2)c1C(=O)OCC(=O)N1C[C@H]2C[C@H](C)C[C@H](C2)[C@@H]1CCCO,2gv7
2gv7_decoy_4,CC[C@@H]1CC(C(C)=O)=C(NC(=O)CNC(=O)C[C@@H](C)C(=O)O[C@@H]2C(=O)NC(C)=C3SCC[C@@H]32)C1=Cc1ccco1,2gv7
2gv7_decoy_5,Cc1cc(NC(=O)N[C@@H](CSCCC(=O)OC2CCCC2)[C@H]2CN(CC(=O)O[C@@H](C)CO)CCO2)cc(C)c1C,2gv7
2gv7_decoy_6,CCC[C@H](C)SC=C1C[C@H](NC(=O)C[C@@H](OC(=O)C2CCC2)C(=O)NNC(C)=O)CCC1=Cc1ccc(CO)o1,2gv7
2gv7_decoy_7,CCC[C@@]1(O)C[C@@H](CCN(C)C(=O)Oc2cccc(SCC(=O)N3C[C@@H](C)[C@H](C(C)=O)C3)c2)O[C@@H](CC(N)=O)C1,2gv7
2gv7_decoy_8,CC[C@@H](CCCC(=O)O[C@H](C)CC[C@@H]1CCC[C@H](S)C1)N1C(=O)C=C(NC(=O)c2ccc(CNC(C)=O)o2)C1=O,2gv7
2gv7_decoy_9,CC[C@H](OC(=O)c1o[nH]c(=O)c1CSCc1c(C)nn(C[C@H](C)O)c1C)[C@@H](O)c1ccc2c(c1)C(C)(C)CCO2,2gv7
2gvj_decoy_1,Cc1nc([C@@H](O)CN[S@](=[NH2+])(=O)c2cnc3c(n2)[nH]c2cc(Cl)ccc23)c2n1CCC2,2gvj
2gvj_decoy_10,O=C(C1=CC[S@](=O)C(O)=C1Cl)[C@H]1CN(c2cc(CN3CSCC3=O)ccn2)CCO1,2gvj
2gvj_decoy_2,Cc1nc2[nH]c(=NC(=O)NC[C@@H]3CSCCN3c3ccc(NCCl)cc3)[nH]c2c[nH+]1,2gvj
2gvj_decoy_3,CN(C)Cc1cc([C@@H]2N=C(Nc3[nH+]c4cc(N)ccc4n3C)NC(=O)N2)sc1Cl,2gvj
2gvj_decoy_4,C[NH+]=C(Nc1cc(NC(=O)CN=c2[nH]nc3ccccn23)cc2[nH]cc(Cl)c12)SC,2gvj
2gvj_decoy_5,N=C1[NH2+][C@@H](CCl)Nc2c(-c3ccccc3)c(CC(=O)Nc3nnc(C4CC4)s3)nn21,2gvj
2gvj_decoy_6,C[S@@](=O)c1ccc(NC=c2[nH+]c(N)[nH]c2=CC=C(Cl)c2nc3ccccc3[nH]2)nn1,2gvj
2gvj_decoy_7,CC[C@H]1C=C(C(=O)NN=c2scc([NH+]=CNc3c[nH]c4nc(Cl)ccc34)n2C)C=N1,2gvj
2gvj_decoy_8,CC1=CC2=C([NH3+])C3=NN(C)C(N=C(N)NC4=N[C@@H](S)OC=C4Cl)=NC3=C[C@@H]2C=C1C,2gvj
2gvj_decoy_9,Cc1nc(NC(=NC2=CCN=C2)Nc2cc(Cl)cc3cnn(C)c23)ccc1[S@@]([NH3+])=O,2gvj
2gvv_decoy_1,NOCCOP(O)O,2gvv
2gvv_decoy_10,NC(=O)CN(CP(O)OP(O)O)C(=O)C(=O)NO,2gvv
2gvv_decoy_2,O=NCCOP(O)O,2gvv
2gvv_decoy_3,N[C@H](O)COP(O)O,2gvv
2gvv_decoy_4,CNC(=O)OP(O)O,2gvv
2gvv_decoy_5,COC(=O)NP(O)O,2gvv
2gvv_decoy_6,O=C(O)NC[C@@](CP(O)O)(NC(=O)CO)P(O)O,2gvv
2gvv_decoy_7,O=C(NCCO)N[C@](CO)(CP(O)O)P(O)O,2gvv
2gvv_decoy_8,CC(=NCO)N[C@@](O)(OCCOP(O)O)P(O)O,2gvv
2gvv_decoy_9,O=C(OCNP(O)O)[C@H](CP(O)O)NCCO,2gvv
2gyi_decoy_1,CN(CCO)C(O)(O)O,2gyi
2gyi_decoy_10,CC1=C2N=NC=C2NC1=[NH2+],2gyi
2gyi_decoy_2,N[C@](O)(COCO)C(=O)O,2gyi
2gyi_decoy_3,NOC[C@@H](O)[C@H](O)CO,2gyi
2gyi_decoy_4,CON[C@@H](O)[C@@H](O)CO,2gyi
2gyi_decoy_5,N[C@@H](O)COCOCO,2gyi
2gyi_decoy_6,N[C@H](O)CC(O)(O)CO,2gyi
2gyi_decoy_7,N[C@H](O)OC[C@@H](O)CO,2gyi
2gyi_decoy_8,N[C@H](O)[C@@H](CO)OCO,2gyi
2gyi_decoy_9,CC[C@@H](O)NC(O)(O)O,2gyi
2gz2_decoy_1,CO[C@H](O)C(=O)N1C[C@H](C(=O)NCCP(O)O)NC1=O,2gz2
2gz2_decoy_10,CCOP(COC(=O)O)OCC(C)(C)OP(C)C[C@@]1(C)CCCO1,2gz2
2gz2_decoy_2,C[C@@H](CP=O)C(=O)NC(=O)[C@@]1(NC(=O)O)COC(=O)N1,2gz2
2gz2_decoy_3,O=POC(=O)OCC(=O)N[C@@H]1CN2C[C@@H]1C(=O)NC2=O,2gz2
2gz2_decoy_4,O=C1OC[C@@]2(OCCNC2=O)C(=O)N1CCNP(O)O,2gz2
2gz2_decoy_5,N[C@@H](CO)C(=O)N1C[C@@H](COCP(O)O)C(=O)NC1=O,2gz2
2gz2_decoy_6,C=CC=C(P=O)C(=CC=CCC)OC(=O)COC(=O)OCCP=O,2gz2
2gz2_decoy_7,CCOP(C)OC(C)=C(C=CC(=O)P(C)CCOC)COC(=O)O,2gz2
2gz2_decoy_8,CO[C@@H](CCP=O)OP1OCCC=C1CCC(C)(C)OC(=O)O,2gz2
2gz2_decoy_9,C=CC(=CC)CP(OCC)OC[C@H](CP=O)C(=O)COC(=O)OC,2gz2
2h12_decoy_1,CC(=O)CCc1cc2c(=O)[nH]c(=O)[nH]c2cc1S[C@H]1CCC[NH2+][C@@H]1C,2h12
2h12_decoy_10,COC(=O)[C@@]1(C)[C@@H](N)C[C@@H]1OC(=O)[C@@](C)(O)C(=O)O[C@H](CO)C(=O)O,2h12
2h12_decoy_2,C=C(C)N1CCC([NH2+]CC(=O)Nc2sc(=CC)c(=C)c2C(=O)O)CC1,2h12
2h12_decoy_3,CS(=O)(=O)[C@@H]1CCC[C@H]([NH2+]CC(=O)Nc2ccc3c(c2)CCCN3)C1,2h12
2h12_decoy_4,C=C1CNC([C@@H](C)[NH2+]CC2=Cc3cccc(C)c3OCC2)=NS1(=O)=O,2h12
2h12_decoy_5,O=C(CCSC1=CC=C=C1)NC(=O)NC[C@H]1CCc2c[nH+]ccc2O1,2h12
2h12_decoy_6,C[NH2+]c1ccc2c(c1)S[C@H](C(=O)NNC(=O)Cc1cccc(O)c1)C2,2h12
2h12_decoy_7,CNc1cc(-c2ccc3c(c2)O[C@H](C)C(=O)N3)c(C(=O)[NH2+]C(C)C)s1,2h12
2h12_decoy_8,CO[C@H]1CO[C@H](N)[C@@](CO)(OC[C@H](O)COCO)COCCOCO1,2h12
2h12_decoy_9,C[C@@]1([C@](C)(O)[C@@](C)(O)[C@@H](O)CNC(=O)O[C@@](C)(O)OO)COCCO1,2h12
2h15_decoy_1,CC=C1CNC(C)=C1C(C)=CC(=O)OC,2h15
2h15_decoy_10,Cc1ccc(N=c2cc(Cl)c3nc(C)cn4ccc2c34)cn1,2h15
2h15_decoy_2,C=C(C)C=CC1=CC=NC1=CC(=O)OC,2h15
2h15_decoy_3,C=CC1=CC=CC=C(C)N1CC(=O)OC,2h15
2h15_decoy_4,CC=C(C)NC(C)=C1C=C(C)COC1=O,2h15
2h15_decoy_5,CC=C1COC(=Cc2ccco2)[C@H]1NC,2h15
2h15_decoy_6,C=C1OCCN(C(C)=CC(C)=O)C1=CC,2h15
2h15_decoy_7,C=Cc1c(Cl)cc2c(c1C)Cc1nn3c(C)cnc3nc1C2,2h15
2h15_decoy_8,C=C1Cc2c(CN3CCn4nccc4C3)cn(C)c2C=C1Cl,2h15
2h15_decoy_9,Clc1ccn2cc(CN3CCCC4(CCCCC4)C3)nc2n1,2h15
2h3e_decoy_1,OCCC[C@@H]1OC[C@@H](OCOO)O1,2h3e
2h3e_decoy_10,O=C(O)OCP(O)OCO,2h3e
2h3e_decoy_2,O=C(OOO)C(=CO)CO,2h3e
2h3e_decoy_3,OOCOO[C@H]1CCOO1,2h3e
2h3e_decoy_4,C[C@@]1(OC(=O)O)COOO1,2h3e
2h3e_decoy_5,O=C[C@H](OC(=O)O)P(O)O,2h3e
2h3e_decoy_6,OOCCCOOCOO,2h3e
2h3e_decoy_7,OOC[C@@H](O)C1=COOO1,2h3e
2h3e_decoy_8,C[C@](O)(COO)OP(O)O,2h3e
2h3e_decoy_9,OOOCC1(O)COOC1,2h3e
2h4g_decoy_1,CC[C@@H]1CCc2[nH]c(N=c3cc[nH]c4ccccc34)cc21,2h4g
2h4g_decoy_10,CC1=C2Cc3cc(C)ccc3C=C2C2=C(C[C@@H](C)N2)N1,2h4g
2h4g_decoy_2,C[C@H]1NCc2cc3c(cc21)C=CC[C@@H]3Nc1cccnc1,2h4g
2h4g_decoy_3,CC1=Cc2c([nH]c3c2CCCC3)[C@@H](Cc2ccccn2)N1,2h4g
2h4g_decoy_4,Cc1n[nH]c2c1[C@H](c1cccc3ccccc13)NCC2,2h4g
2h4g_decoy_5,Cc1ccccc1C=C1C=c2c(ccc3c2=NC(=N)N3)C1,2h4g
2h4g_decoy_6,Cc1ccccc1[C@@H]1CC2=NC3=CCC=C3CC2=C(N)N1,2h4g
2h4g_decoy_7,CC1=CC=c2c(c[nH]c2=Cc2cc(CN)c(C)n2C)C=C1,2h4g
2h4g_decoy_8,C=CC1=CC=CC=Cc2c(C)nc(N3CCCC3)c(N)c21,2h4g
2h4g_decoy_9,CNc1ccc2ccc(-c3cc4ccccc4[nH]3)nc2c1,2h4g
2h4k_decoy_1,CCc1c(O)ccc(O)c1Oc1cc(C)ccc1O,2h4k
2h4k_decoy_10,OCC1=COCC=C1OCC=Cc1cccc(O)c1,2h4k
2h4k_decoy_2,OCCOc1cc2c(cc1O)C1=CCOC=C1CC2,2h4k
2h4k_decoy_3,CC=C1Cc2cc(C(=O)OCC)cc(O)c2[C@H](O)C1,2h4k
2h4k_decoy_4,C=C(O)c1c(C)c(OC)cc(C=CC=C(C)O)c1O,2h4k
2h4k_decoy_5,OCCCOc1cc(CO)c(O)cc1C1=CCC=C1,2h4k
2h4k_decoy_6,O=C(OCc1cc(O)cc(O)c1)[C@@H]1CC=CCC1,2h4k
2h4k_decoy_7,C=Cc1c2c(c(O)c(OCCO)c1OCC)CCC2,2h4k
2h4k_decoy_8,Cc1cc2c(cc1O)[C@@](O)(CC(=O)C(C)C)CCO2,2h4k
2h4k_decoy_9,Cc1cc(OCC2(O)CCOCC2)cc(CO)c1C,2h4k
2h4n_decoy_1,O=c1nc(SCSO)[nH]c(=O)[nH]1,2h4n
2h4n_decoy_10,Nc1cnc(-c2ccc3c(Br)cc(Br)cc3n2)nc1N,2h4n
2h4n_decoy_2,NC(=S)CNC1=NS(=O)(=O)N=C1O,2h4n
2h4n_decoy_3,O=c1[nH]c(=O)n(CSO)c(=S)[nH]1,2h4n
2h4n_decoy_4,NOCSc1n[nH]c(=S)[nH]c1=O,2h4n
2h4n_decoy_5,O=C(S)Nn1c(=O)[nH]c(=O)[nH]c1=S,2h4n
2h4n_decoy_6,CS(=O)(=O)NC(=O)NC1=NNCS1,2h4n
2h4n_decoy_7,NC(=O)CNC(=O)OC1=NNSS1,2h4n
2h4n_decoy_8,O=C(O)NN=c1sc(=S)[nH][nH]c1=O,2h4n
2h4n_decoy_9,COC(=O)CSC1=NNN(O)N1,2h4n
2h6b_decoy_1,Oc1ccc(O)c(OCCCl)c1,2h6b
2h6b_decoy_10,CC(=CCO)C(C)=CC(=O)O,2h6b
2h6b_decoy_2,CCOC(=O)C1=CCOC=C1Cl,2h6b
2h6b_decoy_3,OCC(=CCl)OC1CCOCC1,2h6b
2h6b_decoy_4,CCOc1cc(O)c(Cl)cc1O,2h6b
2h6b_decoy_5,CCOc1cc(O)cc(Cl)c1O,2h6b
2h6b_decoy_6,COCc1cc(O)cc(Cl)c1O,2h6b
2h6b_decoy_7,O=C1OCCC=C1CCCO,2h6b
2h6b_decoy_8,CCOc1c(O)cc(O)cc1Cl,2h6b
2h6b_decoy_9,CCOc1cc(Cl)cc(O)c1O,2h6b
2ha2_decoy_1,C=CC[C@@H](O)[C@](C)(CC)N1CCC(=CC(Cl)(Cl)Cl)CC1,2ha2
2ha2_decoy_10,O=C(O)COC(=O)[C@]1(O)C[C@@]2(OC(O)O)CC[C@@H](O)[C@](O)(C2)O1,2ha2
2ha2_decoy_2,ClCCN(C[C@H]1CCCCO1)C1=CCCCC1=C(Cl)Cl,2ha2
2ha2_decoy_3,C=C1CC2=C(C(=O)C(Cl)(Cl)Cl)[C@H](CC)NC(C)=C2C1=C,2ha2
2ha2_decoy_4,CCC=CC=C1C(Cl)=C(CCl)CN1C[C@@H](Cl)C(C)(C)O,2ha2
2ha2_decoy_5,O=C(NC1CCCC1)C(Cl)=CC1=CC(=CCl)CC[C@H]1Cl,2ha2
2ha2_decoy_6,CC=C(CCC(=O)N[C@H]1C[C@@H]1C1=CC=C=C1)C(Cl)(Cl)Cl,2ha2
2ha2_decoy_7,OCCC(O)(O)[C@H](O)CO[C@H]1O[C@H](O)O[C@@]2(CCOC2)[C@H]1O,2ha2
2ha2_decoy_8,C[C@@H]1O[C@H](O)[C@@](O)(COC(=O)C2=C(O)[C@@H](O)[C@H](O)O2)C[C@@H]1O,2ha2
2ha2_decoy_9,C[C@@H](O)[C@@](C)(C(O)O)[C@]1(CO)O[C@@H]([C@@H](O)CC(=O)O)O[C@H]1O,2ha2
2ha3_decoy_1,CCN(C)CCO,2ha3
2ha3_decoy_10,COC(=O)N1CCC(OC(N)=CC2=CC=CC2=O)CC1,2ha3
2ha3_decoy_2,C[NH2+]CCCOC,2ha3
2ha3_decoy_3,C=CCOC=NC,2ha3
2ha3_decoy_4,CCCC(=O)[NH2+]C,2ha3
2ha3_decoy_5,CCN(CC)CO,2ha3
2ha3_decoy_6,CC=C(O)N(C)C,2ha3
2ha3_decoy_7,CNCC(C)(C)O,2ha3
2ha3_decoy_8,C[C@@H](CO)N(C)C,2ha3
2ha3_decoy_9,CCN[C@@H](C)CO,2ha3
2ha6_decoy_1,C=CC[C@@H](O)[C@](C)(CC)N1CCC(=CC(Cl)(Cl)Cl)CC1,2ha6
2ha6_decoy_10,O=C(O)COC(=O)[C@]1(O)C[C@@]2(OC(O)O)CC[C@@H](O)[C@](O)(C2)O1,2ha6
2ha6_decoy_2,ClCCN(C[C@H]1CCCCO1)C1=CCCCC1=C(Cl)Cl,2ha6
2ha6_decoy_3,C=C1CC2=C(C(=O)C(Cl)(Cl)Cl)[C@H](CC)NC(C)=C2C1=C,2ha6
2ha6_decoy_4,CCC=CC=C1C(Cl)=C(CCl)CN1C[C@@H](Cl)C(C)(C)O,2ha6
2ha6_decoy_5,O=C(NC1CCCC1)C(Cl)=CC1=CC(=CCl)CC[C@H]1Cl,2ha6
2ha6_decoy_6,CC=C(CCC(=O)N[C@H]1C[C@@H]1C1=CC=C=C1)C(Cl)(Cl)Cl,2ha6
2ha6_decoy_7,OCCC(O)(O)[C@H](O)CO[C@H]1O[C@H](O)O[C@@]2(CCOC2)[C@H]1O,2ha6
2ha6_decoy_8,C[C@@H]1O[C@H](O)[C@@](O)(COC(=O)C2=C(O)[C@@H](O)[C@H](O)O2)C[C@@H]1O,2ha6
2ha6_decoy_9,C[C@@H](O)[C@@](C)(C(O)O)[C@]1(CO)O[C@@H]([C@@H](O)CC(=O)O)O[C@H]1O,2ha6
2hah_decoy_1,COc1ccc(NC(=O)CNC(=O)[C@@H]2CNC3=NN=C4CCCC(=C43)N2)c(NCC#N)c1,2hah
2hah_decoy_10,C[C@H](CCCNO)NC(=O)N[C@H](C)C(=O)Nc1ccc(-c2nc3c(=O)[nH]c(=O)[nH]c3[nH]2)cc1,2hah
2hah_decoy_2,Cc1ccc(C=C(NC(=O)Nc2ccc3[nH]nnc3c2)C(=O)Nc2nccc(O)n2)cc1,2hah
2hah_decoy_3,Cc1nn(CC(=O)NC(=O)Nc2ccncc2)c(Nc2cccnc2-c2ccoc2)c1N,2hah
2hah_decoy_4,Nc1[nH]c(=O)[nH]c(=O)c1NC(=O)N[C@H]1CCCC[C@H]1NC(=O)CCC(=O)NCC1=CCC=N1,2hah
2hah_decoy_5,CC(C)c1nc(N(NC=CN=CC(N)=O)c2ccc3c(c2)OCCO3)c(NC(N)=O)[nH]c1=O,2hah
2hah_decoy_6,Cc1ccc([C@@H](CNC(=O)C(=O)NNC(=O)Nc2ccc3nc(N)[nH]c3c2)N(C)CC=O)o1,2hah
2hah_decoy_7,COc1ccc(N)cc1NC(=O)NC[C@@H](NC(=O)Cc1nc(-c2ccoc2)n[nH]1)C(N)=O,2hah
2hah_decoy_8,Cc1ccc([C@H](CC(N)=O)NC(=O)c2c[nH]cnc2=NCC(=O)NC2=CCOC=C2N)o1,2hah
2hah_decoy_9,Cc1c(C(=O)NC(OC[C@@H]2CCCNC2=O)=C(N)C(N)=NC(=O)NN=O)[nH]c2c1CCCC2,2hah
2hb1_decoy_1,CC1=C(Br)OCC=C1S(=O)(=O)OCO,2hb1
2hb1_decoy_10,O=C(CSC(=CBr)C(O)=CO)OCO,2hb1
2hb1_decoy_2,O=C(CSC1=C[C@H](Br)OC1=O)OCO,2hb1
2hb1_decoy_3,CSC(=C(Br)C(=O)O)C1(O)OCCO1,2hb1
2hb1_decoy_4,COC(=CO)C(OCO)=C(O)CBr,2hb1
2hb1_decoy_5,O=C(OCCO)OC(=CBr)C(O)=CS,2hb1
2hb1_decoy_6,O=S(=O)(O)C1=C(O)CCOC1=CCBr,2hb1
2hb1_decoy_7,CC(O)=C(OCOCO)C(O)=C(S)Br,2hb1
2hb1_decoy_8,O=C(OCCO)C1=C(O)[C@@H](Br)C(=S)O1,2hb1
2hb1_decoy_9,C=C1C(C(=O)OCCBr)=COS1(=O)=O,2hb1
2hb3_decoy_1,CC[C@@H](C)[C@@H](CNC(=O)CNC(=O)CCO)c1cc(-c2cc(C)cc3c2NCC(=CCC(C)C)C3)ccc1O,2hb3
2hb3_decoy_10,CCCNc1ccc([C@H](O)CN(Cc2ccccc2)C(=O)NC[C@H](O)CO)cc1C(C)(C)c1cccc(C)c1,2hb3
2hb3_decoy_2,CCOC(=O)C(N)=C(C(N)=O)[C@H](N[C@H](CCOC)c1ccc(C)cc1)c1ccc(Cc2cccc(C)c2)cc1,2hb3
2hb3_decoy_3,CCN(CC(=O)NCC[C@@H]1CC[C@@H](O)c2cc(C(C)C)ccc2O1)c1ccc(CN)c([C@@H](O)C(C)(C)CC)c1,2hb3
2hb3_decoy_4,C#Cc1cc(C(=O)NCC(=Cc2ccc(O[C@@H](C(N)=O)[C@@H](O)CC)cc2)CC)c2cc(NCCC)ccc2c1,2hb3
2hb3_decoy_5,CCC[C@@](O)(CCc1ccc(N(CC(N)=O)C(=O)[C@H]2CC2=CCCc2ccc(C(C)(C)C)cc2)cc1)C(N)=O,2hb3
2hb3_decoy_6,C=CC=CCC[C@H](C)N(C(=O)C1=CC(=O)C(=Cc2cc(C)ccc2N)C=C1C=CC(N)=O)[C@@H](CO)[C@H](C)CC,2hb3
2hb3_decoy_7,C=C(N)C=CC[C@@]1(C)C=C[C@@H](c2ccc([C@H](O)CNC(=O)NC[C@H](C)OC(C)=Cc3ccccc3)cc2O)C1,2hb3
2hb3_decoy_8,CC=C1C=CCCNC(=O)NC[C@H](CN(CCCO)CCOc2ccc3ccccc3c2)[C@](O)(CCC)CC1,2hb3
2hb3_decoy_9,CCCc1ccccc1C[C@@H](C)CNC(=O)C(=O)Nc1ccc2cc(CC(CO)(CO)C[C@@H](C)CC)[nH]c2c1,2hb3
2hf9_decoy_1,NN=CC=C1NC(COC(=O)[C@H](CO)NC(=O)O)=C(F)C=C1C(=O)OC[C@@H](F)OP(O)O,2hf9
2hf9_decoy_10,CC(=O)NC(=O)NC(=O)C(F)(F)[C@@H](CC(N)=O)[C@@]1(CNC[C@H](O)P(O)O)COCCO1,2hf9
2hf9_decoy_2,CCOP(O)O[C@@]1(O)OC(N=CC(=CN)C(=O)NCO)=CC(=O)[C@@]1(F)NC(=O)COCF,2hf9
2hf9_decoy_3,CN(CP(O)O)C1=C[C@@](F)(CO)NC(N2C[C@](F)(OC(=O)O)OC[C@@H]2COCCO)=N1,2hf9
2hf9_decoy_4,O=C(NCF)c1c(OC(=O)[C@](F)(CO)CP(O)O)n[nH]c1C(=O)N1C[C@@H](O)C[C@@H](O)C1,2hf9
2hf9_decoy_5,C[C@H](F)NC(=O)C(C(=O)NCCOP(O)O)=C1C(C(=O)O)=C(NC(=O)O)N[C@@]1(F)CCO,2hf9
2hf9_decoy_6,CCOP(O)O[C@@]1(OC(=O)[C@H](CF)NC(=O)C(N)=O)COC(=O)N(CC[C@@](O)(F)CN)C1,2hf9
2hf9_decoy_7,NC(=O)NC(=O)CNC(=O)C[C@@]1(CC(=O)NCCOP(O)O)C[C@H]2OCC(F)(F)[C@H]2O1,2hf9
2hf9_decoy_8,N[C@@H]1CC(F)(F)N(C(=O)NC(=O)[C@@]2(CCOC(=O)O)C[C@@H](NCCP(O)OO)CO2)C1=O,2hf9
2hf9_decoy_9,C[C@@](F)(COC(N)=O)[C@]1(CNC(=O)COP(O)O)CNC(=CCO)N(C(=O)CF)C1=O,2hf9
2hhn_decoy_1,CC[C@@H](CO)[C@H](CO)NC(=O)[C@]1(NC(=O)C[C@@H](C)Oc2cccc(-c3cnc([C@H]4CCCO4)s3)c2)CCOC1,2hhn
2hhn_decoy_10,COc1ccc([C@H](O)C[C@@H](C(=O)NC(C)=C2CC[C@@H](NC(=O)Nc3ccc(O)cc3)CC2=O)[C@H]2CCCO2)s1,2hhn
