PDBCode,RDKitCanonSmile
4qge,[H]OC1=C2CN([H])N(C3CCCC3)C2N([H])C(N([H])C(C)C(=O)N([H])c2ccc(OC)cc2)N1[H]
4bqg,[H]Oc1cc(O[H])cc(Oc2ccc(Cl)c(Cl)c2)c1
3lxn,[H]N1CN([H])C(N(C)C2CN(C(=O)CC#N)CCC2C)c2ccn([H])c21
1re8,[H]Oc1ccc(C(=O)N([H])C2C[N+]([H])([H])CCCC2OC(=O)c2ccc(C(=O)c3ccccc3O[H])cc2)cc1
2weg,[H]N([H])S(=O)(=O)c1ccccc1F
3g2y,[H]N1N=NN([H])C1n1c(=O)c(CC)c(C)n1[H]
3hub,[H][N+]1(Cc2ccc(F)cc2)CC(C)N(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)CC1C
1ebz,[H]OC1Cc2ccccc2C1N([H])C(=O)C(OCc1ccccc1)C(O[H])C(O[H])C(OCc1ccccc1)C(=O)N([H])C(C(=O)N([H])C)C(C)C
4a6s,[H]OCC1OC(Sc2ccc3ccccc3c2)C(O[H])C(O[H])C1O[H]
966c,[H]ON([H])C(=O)CC1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCOCC1
3n7o,[H]N(C=Cc1ccc(F)c(F)c1)C(=O)C(c1csc2ccc(Cl)cc12)P(C)(=O)O
6dh1,[H]OC(CN(CC(C)CC)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCCC12
4ck3,[H]N(CC(Cc1ccc2c(c1C(=O)O)OCO2)CC(C)C)C(=O)CCC[N+]([H])([H])[H]
2aj8,[H]N1c2c(c(=O)n(C)c(=O)n2C)N(Cc2ccccc2)C1N1CC[N+]([H])([H])CC1
5lub,[H]N([H])c1ccc(N2CCOCC2)c2c1N([H])ON2[H]
4u6w,[H][N+]([H])([H])C(C(CCC)CCC)P(=O)(O)O
5alb,[H]OCCOC1CC(N2NN([H])C3=C2N([H])C(SCCC)N([H])C3N([H])C2CC2c2ccc(F)c(F)c2)C(O[H])C1O[H]
4uyg,[H]N(c1ccc(Cl)cc1)C1CC(C)N(C(C)=O)c2ccc(-c3ccc(C(=O)O)cc3)cc21
2x91,[H][N+]([H])([H])CCC=CC(C(=O)N1CCCC1C(=O)O)[N+]([H])([H])C(CCc1ccccc1)C(=O)O
6csr,[H]ON([H])C(=O)c1ccccc1
5nkh,[H]N([H])c1ccccc1-c1cc(C(=O)N([H])C2CC[N+]([H])([H])CC2)cc(N([H])C2SC(C(=O)N([H])c3c(C)cccc3Cl)=CN2[H])c1
3p3g,[H]OC(C)C(C(=O)N([H])O[H])N([H])C(=O)c1ccc(C#CC#Cc2ccccc2)cc1
1k1i,[H]N([H])C(c1cccc(CC(C(=O)N2CCCCC2C(=O)O)N([H])S(=O)(=O)c2ccc3ccccc3c2)c1)=[N+]([H])[H]
5lji,[H]OC(COP(=O)(O)O)C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
6gvz,[H]OC1CCC2(C)C(C1)CC(O[H])C1C2CCC2(C)C(C(C)CCC(=O)N([H])CC(=O)O)CCC12
5umx,[H]OCC(O[H])C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
3fed,[H][N+]([H])([H])C(CCP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O
2i80,[H]N(C(=O)C(C)(C)CCl)c1ccc(C(F)(F)F)cc1
3brn,[H]Oc1ccc2c(c1)c(CC[N+]([H])([H])[H])cn2[H]
5m7p,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C1O[H]
1hii,[H]OC(C[N+]([H])(CC1CCCCC1)N([H])C(=O)C(C(C)C)N([H])C(C)=O)C(Cc1ccccc1)N([H])C(=O)C(C(C)C)N([H])C(C)=O
6dj1,[H]OC(CC(Cc1ccccc1)N([H])C(=O)C(C(C)C)N1CCCN([H])C1=O)C(Cc1ccccc1)N([H])C(=O)COc1c(C)cccc1C
1nki,O=C(O)P(=O)(O)O
4w9h,[H]OC1CC(C(=O)N([H])Cc2ccc(C3=C(C)N([H])CS3)cc2)N(C(=O)C(N([H])C(C)=O)C(C)(C)C)C1
1yqj,[H]N1C=CC(C2=C(c3ccc4ccccc4c3)N([H])N([H])C(N3CC[N+]([H])([H])C(Cc4ccccc4)C3)=C2)=CC1
4w52,c1ccccc1
3iph,[H]N(CC1CC1)C(=O)C1=CN([H])C(c2cc(C(=O)N([H])C3CC3)ccc2C)C=C1
3ppm,[H]N1C=CC=CC1=C1OC(C(=O)CCCCCCc2ccccc2)N([H])N1[H]
5ax9,[H]N1C=CC(c2cc(C#N)ccc2OC)=CC1N([H])c1ccc(N2CCOCC2)c(OC)c1
1uad,[H]OC1C(COP(=O)(O)OP(=O)(O)N([H])P(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N)N([H])C3=O)C1O[H]
6o1g,[H]N(CC1=C(C)N([H])C(N([H])[H])C=C1C)C(=O)C1=CN(Cc2ccc(CN3C=CCN3[H])cc2)N([H])C1
3o7u,[H]N1C=CP(=O)(N([H])[H])N([H])C1=O
1c84,[H]N(C(=O)C(=O)O)c1cc2ccccc2cc1C(=O)O
4trc,[H]N1CN([H])C2=C1C(N([H])[H])N([H])CN2[H]
6j72,[H]OC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
4uoh,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
1owh,[H]N([H])C(c1ccc2cc(C(=O)N([H])c3ccc(C[N+]([H])([H])[H])cc3)ccc2c1)=[N+]([H])[H]
6g5q,[H]OC1OC(COC)C(O[H])C(O[H])C1O[H]
3txo,[H]N1C=CC2=C(N([H])CC(C)(C)[N+]([H])([H])[H])N([H])C(C3=CCN([H])C=C3)=CC2=C1
5hva,[H]OC1CC(n2ccc(=O)n([H])c2=O)OC1COP(=O)(O)N([H])P(=O)(O)OP(=O)(O)O
3c1x,[H]N(C(=O)Cc1ccc(F)cc1)C(=O)N([H])c1ccc(OC2c3c(CN4CCC([N+]([H])([H])[H])CC4)ccn3N([H])CN2[H])c(F)c1
2bpm,[H]N(C(=O)C(C)c1ccc(-n2ccn([H])c2=O)cc1)C1C=C(C2CC2)N([H])N1[H]
3ctt,[H]OCC1C(O[H])C(O[H])C2C(O[H])C(O[H])C[N+]12[H]
5nya,[H]N([H])S(=O)(=O)c1ccccc1
4e3g,[H]Oc1ccc(C(=O)O)cc1
1bnv,[H]N([H])S(=O)(=O)c1cc2c(s1)S(=O)(=O)N(c1cccc(OC)c1)CC2[N+]([H])([H])C
3eb1,[H]OC(CC(=O)C(=O)O)c1cccc(N(Cc2ccccc2)Cc2ccccc2)c1
3b50,[H]OCC(O[H])C(O[H])C1OC(O[H])(C(=O)O)CC(O[H])C1N([H])C(C)=O
1nje,[H]OC1CC(N2CC=C(N([H])[H])N([H])C2=O)OC1COP(=O)(O)O
6ej2,[H]N1C=C(c2ccc3c(c2)C2(COC(N([H])[H])N2[H])C2(CCC(OC)C(C)C2)C3)CN([H])C1
5hrw,[H]N1C(CCC)=C2c3ccccc3C(=O)OC2N1[H]
1n4k,[H]OC1C(O[H])C(OP(=O)(O)O)C(OP(=O)(O)O)C(O[H])C1OP(=O)(O)O
4x6k,[H]OC1C(C(=O)O)C[N+]([H])([H])C(N([H])C(C)=O)C1O[H]
4rfc,[H]OC(OC(C)(C)C)N([H])CC=CCOc1ccc(S(=O)(=O)N([H])[H])cc1
4bao,[H]N([H])C(=O)C[N+]([H])([H])C(C(=O)N1CCC1C(=O)N([H])Cc1ccc(C(N([H])[H])=[N+]([H])[H])cc1)C1CCCCC1
3tz0,CC(C)CC(Cl)C(=O)O
2c3l,[H]N1c2ccccc2N([H])C1C1=C2C=CC=CC2N([H])N1[H]
4dfu,[H]OCC1OC(OC2C(O[H])C(OC3OC(C[N+]([H])([H])[H])C(O[H])C(O[H])C3O[H])C([N+]([H])([H])[H])CC2[N+]([H])([H])[H])C(O[H])C([N+]([H])([H])[H])C1O[H]
5n0e,[H]Oc1cc2c(cc1O[H])C(c1ccccc1)N(C(=O)c1ccc(S(=O)(=O)N([H])[H])cc1)CC2
6ezq,[H]N(CCCCCCC=CCCCC(=O)O)c1ccc([N+](=O)[O-])c2c1N([H])ON2[H]
5v13,COC(=O)C=C(C)CCC=C(C)CCC1OC1(C)C
4qdk,[H]OC1C(CSCCC(C(=O)O)[N+]([H])([H])[H])OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
3ao4,[H]N([H])C1=CC(c2ccc3c(c2)OCO3)N([H])N1C
5h1v,[H]N1c2ccc(C(=O)N([H])[N+]([H])([H])[H])cc2SC1N([H])[N+]([H])([H])[H]
4cwo,[H]Oc1cc(CC2N([H])C3=CC=CCC3=C3N([H])C(N([H])[H])N([H])N32)cc(O[H])c1
3gqz,CC(=O)c1ccc(N2CC(C(=O)O)CC2=O)cc1
4up5,[H]N([H])C1Sc2cc(OC)ccc2N1[H]
5xvg,[H]N1C(N([H])C2C=C(C(C)C)N([H])N2[H])=C2C=C(Cl)C=CC2N([H])C1C(=O)N1CC[N+]([H])([H])C(C)C1
6itq,[H]OCC(=O)C1(O[H])CCC2C3CCC4CC(=O)CCC4(C)C3C(O[H])CC21C
3i9g,[H]OC(C=CCCCCCCCCCCCCC)C(COP(=O)(O)O)[N+]([H])([H])[H]
3g30,[H]N(C(=O)C1CC1C(=O)O)c1cc(F)ccc1F
3iue,[H]N1C=C(C)C=CC1S(=O)(=O)N([H])C(=O)c1cc2cc(OC)ccc2n1CC(=O)O
4nja,COc1cc(S(O)(O)O)c2ccc3c(S(O)(O)O)cc(S(O)(O)O)c4ccc1c2c43
1sqo,[H]N([H])C(c1ccc2cccc(N([H])C3N([H])C=CCN3[H])c2c1)=[N+]([H])[H]
1i37,[H]OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
3zcl,[H]N1C=CC=C2C(C(C)C3N([H])N([H])C4=CC=C(N([H])C(C)C)N([H])N43)=CN([H])C21
4ivb,[H]OC(C)C1N([H])C2=C(c3ccn([H])c3N([H])C2)N1C1CCC(C#N)CC1
2pwg,[H]OC1C[N+]2([H])CCC(O[H])C2C(O[H])C1O[H]
4p5d,[H]OC1C(COP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3c2ccc3ccccc3c2)C1O[H]
3v7x,[H]N(CCc1ccc(OC)c(OC)c1)C(=O)c1ccc(S(=O)(=O)N([H])[H])cc1
5dus,[H]OC1OC(COP(=O)(O)OP(=O)(O)OCC2OC(N3CN([H])C4=C(N([H])[H])N([H])CN([H])C43)C(O[H])C2O[H])C(O[H])C1O[H]
1b55,[H]OC1C(OP(=O)(O)O)C(O[H])C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O
6ey9,[H]OC1=C(C(=O)N(C)Cc2ccc(Cl)cc2)CC2=C(Cc3cccc(C)c3)N([H])N([H])C2=C1
2bpv,[H]OC(CC(Cc1ccccc1)C(=O)N([H])C1C(C)CCC1O[H])C[N+]1([H])CCN(C(=O)CCC2=CN([H])CC=C2)CC1C(=O)N([H])C(C)(C)C
3ps1,[H]OC(C)C(C(=O)N([H])O[H])N([H])C(=O)c1ccc(C#CC#Cc2ccc(N([H])[H])cc2)cc1
4d62,[H]OCC(O[H])C(O[H])C1OC(O[H])(C(=O)O)CC(O[H])C1N([H])C(C)=O
5fso,[H]N(C)c1cc(=O)n([H])c(=O)n1[H]
3k1j,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C1O[H]
5i1q,[H]n1ccc2c(-c3cccc(C(=O)N(C)C)c3)cn(CCC=C)c(=O)c21
2arm,[H]OCC(C(=O)OC1CC23CCC2(C1)[N+]3([H])C)c1ccccc1
4lm0,[H]N1C=C2CC([N+](=O)[O-])=CC=C2N1[H]
1lcp,[H][N+]([H])([H])C(CC(C)C)P(=O)(O)O
4isu,[H]N1C(=O)C2C3C(C=CC[N+]3([H])[H])OC2(CC(=O)O)C1C(=O)O
2haw,[H]N(P(=O)(O)O)P(=O)(O)O
186l,CCCCc1ccccc1
5os7,[H][N+]([H])([H])Cc1ccc(-c2ccccc2C(C)C)c(Cl)c1
2xk9,[H]ON([H])C(N([H])N([H])C(C)c1ccc(N([H])C(=O)c2cc3cccc([N+](=O)[O-])c3n2[H])cc1)=[N+]([H])[H]
2wvz,[H]OCC1C(O[H])C(O[H])C(O[H])C2N([H])C(=O)C(=O)N12
5m1z,[H]OCC1OC(OCC2OC(N([H])O[H])C(O[H])C2O[H])C(O[H])C1O[H]
4kn1,[H]OC(c1ccc(N([H])CC2=CN([H])C3=C(C(N([H])[H])N([H])C(N([H])[H])N3[H])N2[H])cc1)N([H])C(CCC(=O)O)C(=O)O
6hqy,[H]ON([H])C(=O)c1ccc2ccn(Cc3ccc(OC)cc3)c2c1
6q67,[H]OCC1OC(O[H])C(O[H])C(O[H])C1O[H]
4b5s,[H]OC(C)C(=O)O
4pvx,[H]N1C=CC(c2ccc(OC3CC3)cc2)=CC1N([H])C(P(=O)(O)O)P(=O)(O)O
6fmj,[H]OC1CC(C(=O)N([H])Cc2ccc(C3=C(C)N([H])CS3)cc2)N(C(=S)C(C)N([H])C(C)=O)C1
1iy7,[H]N([H])S(=O)(=O)N([H])[C@@H](Cc1ccccc1)C(=O)O
3ewc,[H]OC1CN([H])CN([H])C2=C1N([H])CN2C1OC(CSC)C(O[H])C1O[H]
1ag9,[H]OC(COP(=O)(O)O)C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
1oxr,CC(=O)Oc1ccccc1C(=O)O
2x7t,[H]N([H])S(O)(O)Oc1cc2c(cc1CC)C1CCC3(C)C(OS(O)(O)N([H])[H])CCC3C1CC2
3dne,[H]N1C=CC(C2=C3C=CC=CC3N([H])N2[H])=CC1
3d04,[H]Oc1ccc(C2CC(=O)c3c(O[H])cc(OC)cc3O2)cc1
3rtf,[H]OC1C(Cl)=CN(CC(C(=O)O)[N+]([H])([H])[H])C(=O)N1[H]
3l3m,[H]N([H])C(=O)c1cccc2c1N([H])C(c1ccc(C3CCCC[N+]3([H])[H])cc1F)N2[H]
3eq9,[H]N1C(=O)N(CCCC(=O)N2CCCC2C(=O)N2CCCC2)C(=O)C1(c1ccccc1)c1ccccc1
3wmc,[H]OC1c2cccc3c(N(C)C)ccc(c23)C(O[H])[N+]1([H])C=C[N+]([H])([H])CC1SC(C)N([H])N1[H]
4q8y,[H]ON1C=CC2C=CC=CC2=C1S[H]
3hll,[H]N(C)C(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1
3v66,COc1cccc(C2OC(CC(=O)N3CCC(CC(=O)O)CC3)c3cccn3-c3ccc(Cl)cc32)c1OC
1mtr,[H]OC(C[N+]([H])([H])C1Cc2ccc(cc2)OCCCN([H])C(=O)C(C(C)CC)N([H])C1=O)C(Cc1ccccc1)N([H])C(=O)OC(C)(C)C
4q6r,[H]N1C=C(C#N)C=CC1N1CCN(C2=c3cc(Cl)ccc3=C(Cc3ccccc3)N([H])N2[H])CC1C
3elc,[H]OCC1OC(N2CC(F)=C(N([H])[H])N([H])C2=O)C(O[H])C1O[H]
5wuk,[H]N1CC(c2ccc(S(C)(=O)=O)cc2)=C2N(CN([H])N2[H])C1N([H])Cc1ccco1
6f20,[H]N1C=CC(C(=O)OCC)=C2C=CN([H])C21
1uwt,[H]OCC1C(O[H])C(O[H])C(O[H])C(N([H])O[H])N1[H]
3it1,[H]OC(C(=O)O)C(O[H])C(=O)O
1m2x,[H]SCC(C)C(=O)N1CCCC1C(=O)O
3juk,[H]OCC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)n([H])c3=O)C(O[H])C2O[H])C(O[H])C(O[H])C1O[H]
2xda,[H]OC1CC(O[H])(C(=O)O)c2cc(CCC3CC3)sc2C1O[H]
4rlu,[H]Oc1ccc(C=CC(=O)c2ccc(O[H])cc2O[H])cc1
2y5f,[H]OCC[N+]1(CCCN2C(=O)C3C(C2=O)C(C2C=C(c4ccc(Cl)s4)ON2[H])[N+]2([H])CCCC32)CCCC1
4u73,[H][N+]([H])([H])C(c1ccccc1)P(=O)(O)O
1kjr,[H]OC(c1c(F)c(F)c(OC)c(F)c1F)N([H])C1C(O~[HH])C(CO~[HH])OC(OC2C(CO~[HH])OC(O~[HH])C(N(~[HH])C(C)=O)C2O~[HH])C1O~[HH]
4xu1,[H]N([H])C1=C2C(N([H])CN1[H])N(C1C[N+]([H])([H])CC(COS(O)(O)N([H])C(=O)CCCCC3SCC4C3N([H])C(=O)N4[H])O1)CN2[H]
1det,[H]OCC1OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C(OP(=O)(O)O)C1O[H]
3lp7,[H]ON([H])C(N([H])CCCC(C(=O)O)[N+]([H])([H])[H])=[N+]([H])[H]
5we9,[H]OC1=C(C(=O)N([H])CCc2ccccc2)N([H])C(C2CCCN2C(=O)c2c(F)cccc2F)N([H])C1=O
3ioc,[H]OC1C(CSSCc2ccccc2)OC(N2CN([H])C3=C(N([H])[H])N([H])CN([H])C32)C1O[H]
4cjq,[H]N(CC(Cc1ccc2c(c1C(=O)O)OCO2)CC(C)C)C(=O)Cc1cn([H])c2ccccc12
4wko,[H]OCCCCSCC1C[N+]([H])(CC2=C3C(=C(N([H])[H])N([H])CN3[H])N([H])C2)CC1O[H]
3gkz,[H][N+]([H])(C)C(C)Cc1ccccc1
2cgf,[H]Oc1cc(O[H])c2c(c1Cl)CC(=O)CCC=CCCCCOC2=O
4ovh,[H]N(CC(=O)O)C(=O)Cn1c2c(c3cc(Br)ccc31)CCC(C(=O)O)C2
4rlw,[H]Oc1ccc(C(C=Cc2ccc(O[H])c(O[H])c2)O[H])c(O[H])c1
5e2k,[H]N([H])c1cccc(-c2ccc(S(=O)(=O)N([H])[H])cc2)c1
3kyq,CCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C
3w9k,CCCCCCCCCCCCCC(=O)O
1mmq,[H]ON([H])C(=O)CC(CC(C)C)C(=O)N([H])C1Cc2cn(c3ccccc23)CCCCCCN([H])C1=O
1g2o,[H]OCC1C(O[H])C(O[H])C(c2cn([H])c3c2N([H])CN([H])C3=O)[N+]1([H])[H]
2nmx,[H]N(CCc1ccc(S(=O)(=O)N([H])[H])cc1)C(C)=O
1d4y,[H]OC1CC(CCC)(CCc2ccccc2)OC(=O)C1C(CC)c1cccc(N([H])S(=O)(=O)C2C=CC(C(F)(F)F)=CN2[H])c1
3f8c,[H]N1c2ccc(C3N([H])c4ccc(N5CC[N+]([H])(C)CC5)cc4N3[H])cc2N([H])C1c1ccc(OCC)cc1
3gr2,[H]N1N=NN([H])C1n1c(=O)c(CC)c(C)n1[H]
4cwt,[H]OCCN([H])C1=CC(F)=CC2C1=C1N([H])C(N([H])[H])N([H])N1C(Cc1ccc3c(c1)OCO3)N2[H]
5a69,[H]OCC1OC(N([H])OC(=O)N([H])c2ccccc2)C(N([H])C(C)=O)C(O[H])C1=O
1gny,[H]OC1COC(OC2COC(OC3COC(OC4COC(OC5COC(O[H])C(O[H])C5O[H])C(O[H])C4O[H])C(O[H])C3O[H])C(O[H])C2O[H])C(O[H])C1O[H]
6cks,[H]N1C=C(c2ccc3c(=O)n(C)cc(-c4cc(S(=O)(=O)CC)ccc4OC)c3c2)CN1C
3u6i,[H]OC(C)Cn1c(C)c(C(=O)N([H])c2ccc(OC3=C4CC=C(OC)C=C4N([H])C=C3)c(F)c2)c(=O)n1-c1ccccc1
5i9z,[H]N(C(=O)c1ccc(N2CC[N+]([H])(C)CC2)cc1)C1c2cn(C(=O)C(OC)c3ccccc3)cc2N([H])N1[H]
3kdm,[H]OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
6dj7,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCC(F)(F)C12
4ujb,[H]N1CN([H])c2cc(C3C[N+]([H])([H])CC3C(=O)c3cccc(F)c3)ccc2C1=O
4q4o,[H]N([H])C1N([H])C(=O)c2cc3c(cc2N1[H])N([H])C(N([H])CC[N+]1([H])CCCCC1)N3[H]
4ufi,[H]OCC1C(O[H])C(O[H])C[N+]([H])([H])[N+]1([H])[H]
4dsu,[H]N1CN([H])c2ccccc21
4w9p,[H]OCC(O[H])C1CN(CCOc2ccc(OC)c(OC)c2)C(=O)C2CCCC1N2S(=O)(=O)c1cc(Cl)cc(Cl)c1
3m3x,[H]N1CN([H])C(N([H])CCc2ccc(S(=O)(=O)N([H])[H])cc2)C([N+](=O)[O-])=C1OC
1bzj,O=C(O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1
5hu9,[H]N1C=C(C(=O)N2CCC(Oc3cc(N([H])C(=O)c4ccc(C[N+]5([H])CC[N+]([H])(C)CC5)c(C(F)(F)F)c4)ccc3C)CC2)C=CC1
5k1f,[H]OC1C(COP(=O)(O)O)OC(N2CN([H])C3=C2N([H])CN([H])C3=O)C1O[H]
4q7p,[H]On1cccc(C)c1=S
4u8w,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1COC2OCC(F)(F)C12
5b5f,[H]N(C)S(=O)(=O)c1cccc(-c2cc3c(=O)n([H])ccc3o2)c1
6elo,[H]Oc1cc(O[H])c(C2C(c3ccccc3F)=C(C)N([H])N2[H])cc1CC
4cfl,[H][N+]1([H])CCN(c2cc(=O)c3cccc(-c4ccccc4)c3o2)CC1
5fdi,[H]N([H])S(=O)(=O)N([H])CC1=CS(=O)(=O)c2ccccc21
3rz7,[H]N(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)c1ccc(S(=O)(=O)N([H])[H])cc1
3s43,[H]OC(CN(CC(C)C)S(=O)(=O)c1ccc(N([H])[H])cc1)C(Cc1ccccc1)N([H])C(=O)OC1CCOC1
2e92,[H]OC(CC1=CN([H])C2C=CC=CN12)(P(=O)(O)O)P(=O)(O)O
6gfs,CCCCCCCCCCCCCCC(=O)O
2xp7,[H]N1C(C(=O)O)=C(C(=O)O)N([H])C1c1ccccc1
1c5p,[H]N([H])C(c1ccccc1)=[N+]([H])[H]
2f1g,[H]N(CCN([H])c1ccc(OC)cc1)C(=O)C(CC1CCCCC1)N([H])C1Oc2ccccc2N1[H]
4jn2,[H]N([H])C(c1ccc(N([H])CC2N([H])c3cc(C(=O)N(CCC(=O)O)C4C=CC=CN4[H])ccc3N2C)cc1)=[N+]([H])[H]
6g9u,[H]N(c1c(F)c(SCCc2ccc(C(=O)O)cc2)c(F)c(F)c1S(=O)(=O)N([H])[H])C1CCCCCCC1
1mai,[H]OC1C(O[H])C(OP(=O)(O)O)C(OP(=O)(O)O)C(O[H])C1OP(=O)(O)O
6d5h,[H]N1c2c(-c3ccccc3Cl)cc(Cl)cc2N(Cc2cc(C)c(F)c(C)c2)C1N1CC[N+]([H])([H])CC1
1h2k,[H]N(CC(=O)O)C(=O)C(=O)O
2yme,[H]N(C(=O)C1=C2C=CC=CC2N(C)N1[H])C1CC2CCCC(C1)[N+]2([H])C
2xm1,[H]OCC1C(O[H])C(O[H])C(N([H])C(C)=O)C(=O)N1[H]
5vcv,[H]OCC[N+]1([H])CCN(C2=CC(N([H])C3SC(C(=O)N([H])c4c(C)cccc4Cl)=CN3[H])N([H])C(C)N2[H])CC1
5fa6,[H]OC(COP(=O)(O)O)C(O[H])C(CN1c2cc(C)c(C)cc2N([H])c2c1n([H])c(=O)n([H])c2=O)O[H]
4zbi,O=C(O)c1c(CCCOc2cccc3ccccc23)c2cccc3c2n1CCC3
4oc5,[H]Oc1ccc(C(C(=O)O)N([H])C(=O)N([H])C(CCCCN([H])C(=O)c2ccc(I)cc2)C(=O)O)cc1
4a95,[H]N1C2=CC=C(OC)CC2=C(SCCC#N)C(CCCC)=C1C
4a4w,[H]Oc1c(CC=C(C)CCC=C(C)C)c(OC)cc(CCc2ccccc2)c1C(=O)O
3axz,[H]OCC1OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C(O[H])C1O[H]
5d3p,[H]N(C)S(=O)(=O)c1ccc2ccn(C(=O)c3c(CC)c(C(C)=O)c(C)n3[H])c2c1
1m7y,[H]OC1=C(C[N+]([H])([H])C(C=COCC[N+]([H])([H])[H])C(=O)O)C(COP(=O)(O)O)=CN([H])C1C
4p5y,[H]OCC1OC(O[H])C(N([H])C(C)=O)C(O[H])C1O[H]
1fh9,[H]O[C@@H]1[C@@H](O[H])[C@H](O[C@@H]2CN([H])C(N([H])O[H])[C@H](O[H])[C@H]2O[H])OC[C@H]1O[H]
2bfq,[H]OC1OC(COP(=O)(O)OP(=O)(O)OCC2OC(N3CN([H])C4=C(N([H])[H])N([H])CN([H])C43)C(O[H])C2O[H])C(O[H])C1O[H]
5in4,[H]OC1C(COP(=O)(O)OP(=O)(O)O)OC(N2CN([H])C3=C2N([H])C(N([H])[H])N([H])C3=O)C1O[H]
4dkp,[H]N(C(=O)C(=O)N([H])C1c2ccccc2CC1[N+]([H])([H])[H])c1ccc(Cl)c(F)c1
4ddm,[H]N1SN([H])c2cc(C(=O)O)ccc21
6d2o,[H]N1C=C(C)N([H])C1
4j7d,[H]N1C(c2ccc(C(C)(C)C)cc2OCC)N([H])C(C)(c2ccc(Cl)cc2)C1(C)c1ccc(Cl)cc1
3alt,[H]OCC1OC(OCC2OC(O[H])C(O[H])C(O[H])C2O[H])C(O[H])C(O[H])C1O[H]
2w66,[H]OCC1C(O[H])C(O[H])C(N([H])C(C)=O)C(O[H])C[N+]1([H])[H]
2zcs,O=P(O)(O)C(CCCc1ccc(-c2ccccc2)cc1)S(O)(O)O
1ie9,[H]OC1CC(=CC=C2CCCC3(C)C2CCC3C(C)CC=CC(C)(C)O[H])C(=C)C(O[H])C1
4qp2,[H]N([H])C1Oc2ccc(Cl)cc2N1[H]
3ai8,[H]OC1=C2C(=CC=CN2[H])C([N+](=O)[O-])C=C1
3mhc,[H]N(C(=O)C12CC3CC(CC(C3)C1)C2)C1SC(S(=O)(=O)N([H])[H])N([H])N1[H]
5ivc,[H]N1C=CC(C(=O)O)=CC1=C1C=C(C(=O)N([H])CCc2ccccc2)C=CN1[H]
5hwu,[H]OC1CC(n2ccc(=O)n([H])c2=O)OC1COP(=O)(O)N([H])P(=O)(O)OP(=O)(O)O
2yix,[H]N(CC)C(=O)N([H])Cc1ccccc1SC1=CN2C(C=C1)N([H])N([H])C2C(C)C
3d91,[H]OC(C1CC1)C(O[H])C(CC1CCCCC1)N([H])C(=O)C(CC1=CN([H])CN1[H])N([H])C(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C
6exi,[H]OCC1OC(N2CN([H])C3=C2N([H])CN([H])C3N([H])[H])C(O[H])C1O[H]
3up2,[H]N(C1=CCN([H])C(N([H])c2ccc(C(=O)O)cc2)N1[H])c1ccccc1OC(F)(F)F
6fne,Cc1ccc2c(c1[N+](=O)[O-])C(=O)CC(C(F)(F)F)O2
4djx,[H]N1C=C(Cl)C=C(c2cccc(C3(C4CC4)C(=O)N(C)C(N([H])[H])N3[H])c2)C1
