PDBCode,DatabaseSmile,RDKitCanonSmile
3sww,COCCN1Cc2c(C1=O)nc(c(c2c1ccc(cc1Cl)Cl)C[NH3+])C,COCCN1Cc2c(nc(C)c(C[NH3+])c2-c2ccc(Cl)cc2Cl)C1=O
1g35,COC(=O)c1ccc(cc1)CN1[C@H](COc2ccccc2)[C@H](O)[C@H]([C@H](N(S1(=O)=O)Cc1ccc(cc1)CO)COc1ccccc1)O,COC(=O)c1ccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3ccc(CO)cc3)S2(=O)=O)cc1
1qb1,OC(=O)[C@@H]1CCCN(C1)c1c(F)c(Oc2cccc(c2)c2nccn2C)nc(c1F)Oc1cc(ccc1O)C(=[NH2+])N,Cn1ccnc1-c1cccc(Oc2nc(Oc3cc(C(N)=[NH2+])ccc3O)c(F)c(N3CCC[C@@H](C(=O)O)C3)c2F)c1
1met,OCc1ccc(cc1)CN1[C@H](Cc2ccccc2)[C@H](O)[C@H]([C@H](N(C1=O)Cc1ccc(cc1)CO)Cc1ccccc1)O,O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1
3djx,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc([nH+]c1=O)N)COP(O)(O)O,Nc1ccn([C@@H]2O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH+]1
3kqr,[NH3+]CCOP(O)(O)O,[NH3+]CCO[PH](O)(O)O
5e2k,Nc1cccc(c1)c1ccc(cc1)S(=O)(=O)N,Nc1cccc(-c2ccc(S(N)(=O)=O)cc2)c1
6qp0,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
1zhy,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C)C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
4m0r,OC(=O)c1c(cccc1Nc1ccccc1C(=O)O)Nc1ccccc1C(=O)O,O=C(O)c1ccccc1Nc1cccc(Nc2ccccc2C(=O)O)c1C(=O)O
3ujc,OP(OCC[N+](C)(C)C)(O)O,C[N+](C)(C)CCO[PH](O)(O)O
6pgu,CC(=O)Nc1cccs1,CC(=O)Nc1cccs1
2xj2,OC(=O)/C=C/c1cccc(c1)c1cncc(n1)N1CCC[N@@H+](CC1)C,C[N@H+]1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1
2r75,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1c(nc2c1[nH]c(N)[nH+]c2=O)N1CCOCC1,Nc1[nH]c2c(nc(N3CCOCC3)n2[C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH+]1
5t7s,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
2qe4,COCc1cc(O)cc2c1O[C@@H](c1ccc(cc1)O)[C@@H]1[C@H]2CCC1,COCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CCC[C@@H]21
5zaf,NC(=[NH2+])NC(=O)c1nc(c2ccoc2)c(nc1N)N1CCCCCC1,NC(=[NH2+])NC(=O)c1nc(-c2ccoc2)c(N2CCCCCC2)nc1N
5nkg,CCc1cc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(c1)C(=O)NC1CC[NH2+]CC1,CCc1cc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(C(=O)NC2CC[NH2+]CC2)c1
4bxk,C[C@H](CP(=O)([C@H](Cc1ccccc1)NC(=O)[C@@H](Cc2[nH]nnn2)N)O)C(=O)N[C@@H](C)C(=O)N,C[C@H](CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1nnn[nH]1)C(=O)N[C@@H](C)C(N)=O
5c3p,OC(=O)CCC(=O)C(=O)O,O=C(O)CCC(=O)C(=O)O
5zyn,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
6en5,OC(=O)C[C@@H](C(=O)N1CCC[C@H]1[C@@H](C(=O)O)[NH2+][C@H](C(=O)N1CCC[C@H]1C(=O)O)C)[NH3+],C[C@H]([NH2+][C@H](C(=O)O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])CC(=O)O)C(=O)N1CCC[C@H]1C(=O)O
1lah,OC(=O)[C@@H]([NH3+])CCC[NH3+],[NH3+]CCC[C@H]([NH3+])C(=O)O
4llp,Nc1ccc(c(c1)C)O,Cc1cc(N)ccc1O
4j93,O=C1N[C@H](c2c1n[nH]c2c1ccccc1)c1cccnc1,O=C1N[C@@H](c2cccnc2)c2c1n[nH]c2-c1ccccc1
5aa9,N#Cc1n(C)nc2c1c1cnc(c(c1)O[C@H](C)c1c(C(=O)N(C2)C)ccc(c1)F)N,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21
2wvt,OC[C@@H]1[NH2+][C@@H](CO)[C@H]([C@@H]([C@@H]1O)O)O,OC[C@@H]1[NH2+][C@@H](CO)[C@@H](O)C(O)[C@@H]1O
2f80,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
4gih,O=C(C1CC1)Nc1nccc(c1)NC(=O)c1c(Cl)cccc1Cl,O=C(Nc1ccnc(NC(=O)C2CC2)c1)c1c(Cl)cccc1Cl
1rp7,Cc1ncc(c(n1)N)Cn1c(=O)sc(c1C)CCOP(OP(O)(O)O)(O)O,Cc1ncc(Cn2c(C)c(CCO[PH](O)(O)O[PH](O)(O)O)sc2=O)c(N)n1
2y5g,O=C1N(CCC[N+](C)(C)C)C(=O)[C@@H]2[C@H]1[C@H](c1ncc(o1)c1ccc(s1)Cl)[N@@H+]1[C@H]2CCC1,C[N+](C)(C)CCCN1C(=O)[C@H]2[C@@H](C1=O)[C@@H]1CCC[N@@H+]1[C@H]2c1ncc(-c2ccc(Cl)s2)o1
3mv0,OC[C@H]1OC(=O)[C@@H]([C@H]([C@H]1O)O)O,O=C1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
4kxn,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2NCc1ccco1)COP(O)(O)O,O[C@@H]1[C@@H](CO[PH](O)(O)O)O[C@@H](n2cnc3c(NCc4ccco4)ncnc32)[C@@H]1O
4tz2,Nc1cccc(c1)c1[nH]nc(n1)c1ccccc1,Nc1cccc(-c2nc(-c3ccccc3)n[nH]2)c1
1k4h,CCCSCc1cc(N)cc2c1nc(N)[nH]c2=O,CCCSCc1cc(N)cc2c(=O)[nH]c(N)nc12
4kzu,Brc1ccc(cc1)c1cc(=O)c2c(o1)cccc2,O=c1cc(-c2ccc(Br)cc2)oc2ccccc12
3r4n,Cc1nc(N)nc(c1)c1c(OCCCC(F)(F)F)cccc1Cl,Cc1cc(-c2c(Cl)cccc2OCCCC(F)(F)F)nc(N)n1
3lgs,O[C@@H]1CO[C@H]([C@@H]1O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O
2we3,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(O)(O)O)(O)O)(O)O)n1ccc(=O)[nH]c1=O,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)O2)c(=O)[nH]1
6qxd,c1cc(ccc1CN2CCN(CC2)C(=O)c3ccc(cc3[N+](=O)[O-])[N+](=O)[O-])F,O=C(c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])N1CCN(Cc2ccc(F)cc2)CC1
2qzr,Nc1nc2cc3nc([nH]c3cc2c(=O)[nH]1)NCc1cccc2c1cccc2,Nc1nc2cc3nc(NCc4cccc5ccccc45)[nH]c3cc2c(=O)[nH]1
1uuo,Cc1c(c2cc(ccc2nc1c3ccc(cc3)c4ccccc4F)F)C(=O)O,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O
1yq7,OP(C(P(O)(O)O)(Cc1cccnc1)O)(O)O,OC(Cc1cccnc1)([PH](O)(O)O)[PH](O)(O)O
4a6l,[NH3+]Cc1cccc(c1)C1CCN(CC1)C(=O)c1ccc(o1)C#Cc1ccccc1F,[NH3+]Cc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1
5ya5,COc1ccc(cc1)Cc1nnc2n1nc(s2)c1cc2c([nH]1)cccc2,COc1ccc(Cc2nnc3sc(-c4cc5ccccc5[nH]4)nn23)cc1
1uw1,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)OP(=O)(O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
2isj,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
3ime,OC(=O)c1cc2c(o1)cccc2,O=C(O)c1cc2ccccc2o1
4wov,COCC(=O)NCc1cccc(n1)c1[nH]c2c(c1)c1n(C)cnc1c(n2)NC,CNc1nc2[nH]c(-c3cccc(CNC(=O)COC)n3)cc2c2c1ncn2C
4tkh,CC/C=C/CCCCCCCCCC(=O)O,CC/C=C/CCCCCCCCCC(=O)O
3gy3,NC(=[NH2+])c1ccc(cc1)OCCCCCOc1ccc(cc1)C(=[NH2+])N,NC(=[NH2+])c1ccc(OCCCCCOc2ccc(C(N)=[NH2+])cc2)cc1
3bxe,OCC(=O)COP(O)(O)O,O=C(CO)CO[PH](O)(O)O
4iue,Fc1ccccc1c1ccc2c(c1)[nH]c(=O)cc2C,Cc1cc(=O)[nH]c2cc(-c3ccccc3F)ccc12
4nxv,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O,Nc1[nH]c2c(ncn2[C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH+]1
2qwd,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)O)O,CC(=O)N[C@@H]1[C@@H]([NH3+])C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO
1u3r,c1cc2c(cccc2O)c(c1)c3nc4ccc(cc4o3)O,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1
4f09,Cc1nc2c(n1C1CC[NH2+]CC1)c1cc[nH]c1nc2,Cc1nc2cnc3[nH]ccc3c2n1C1CC[NH2+]CC1
1z6s,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(O)(O)O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O
3pcf,OC(=O)c1ccc(c(c1)F)O,O=C(O)c1ccc(O)c(F)c1
4j3l,COCCNC(=O)c1ccc(c(c1)Cl)c1ccc2c(c1)[nH]c(=O)cc2C,COCCNC(=O)c1ccc(-c2ccc3c(C)cc(=O)[nH]c3c2)c(Cl)c1
5u0f,COc1cc(OC)ccc1C[C@H]1SC(=S)NC1=O,COc1ccc(C[C@H]2SC(=S)NC2=O)c(OC)c1
4w9i,O[C@@H]1C[C@H](N(C1)C(=O)[C@@H]1C[C@H](CN1C(=O)C)O)C(=O)NCc1ccc(cc1)c1scnc1C,CC(=O)N1C[C@H](O)C[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1
4rsk,OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1ccc(=O)[nH]c1=O,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O[PH](O)(O)O)[C@H]2O)c(=O)[nH]1
1efy,COc1cccc(c1)c1nc2c([nH]1)cccc2C(=O)N,COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1
4jfs,COc1ccc(cc1)[C@H]1[C@H](O)[C@@H]([C@@H]([N@H+]1C)C)O,COc1ccc([C@H]2[C@H](O)[C@H](O)[C@H](C)[N@H+]2C)cc1
1nw7,OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)O)[C@@H](O)[C@H]1O
5yhe,OC(=O)[C@@H]([NH2+][C@H](C(=O)O)C)CC[NH2+][C@@H](C(=O)O)Cc1cnc[nH]1,C[C@H]([NH2+][C@@H](CC[NH2+][C@H](Cc1cnc[nH]1)C(=O)O)C(=O)O)C(=O)O
3b66,N#Cc1ccc(cc1C(F)(F)F)NC(=O)[C@](COc1ccc(cc1)N(=O)=O)(O)C,C[C@](O)(COc1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
4o61,OC(=O)C(CC(=O)O)(CC(=O)O)O,O=C(O)CC(O)(CC(=O)O)C(=O)O
1q65,Nc1cc(CSCC[NH+](C)C)c2c(c1)c(=O)[nH]c(n2)N,C[NH+](C)CCSCc1cc(N)cc2c(=O)[nH]c(N)nc12
3hok,c1cc(ccc1CC[C@]2(OC[C@H](O2)CSc3ccc(cn3)C(F)(F)F)Cn4ccnc4)Cl,FC(F)(F)c1ccc(SC[C@@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)nc1
2bw7,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@@](=O)(C[P@](=O)(O)OP(=O)(O)O)O)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)C[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
6r1b,C[N+](C)(C)CCO[P@](=O)(O)OC[C@@H](CO)O,C[N+](C)(C)CCO[P@](=O)(O)OC[C@H](O)CO
3k1j,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
5oh2,O=C1CCCN1,O=C1CCCN1
4ej8,OC(=O)c1ccc2c(c1)[nH]cc2,O=C(O)c1ccc2cc[nH]c2c1
5e74,Oc1ccc(c(c1)N(c1cn(c2c1cccc2)C(=O)C)C(=O)c1cccc(c1)C(F)(F)F)C,CC(=O)n1cc(N(C(=O)c2cccc(C(F)(F)F)c2)c2cc(O)ccc2C)c2ccccc21
6h36,O=C(c1ccc(cc1)S(=O)(=O)N)N1CCC(CC1)c1ccccc1,NS(=O)(=O)c1ccc(C(=O)N2CCC(c3ccccc3)CC2)cc1
4kz6,SCCC(=O)N1[C@H](C)CCC[C@@H]1C(=O)O,C[C@@H]1CCC[C@H](C(=O)O)N1C(=O)CCS
5umy,COc1ccc2c(c1O)C(=O)c1c(C2=O)c(O)cc2c1N[C@H]1/C=CC=C/C=C[C@H]([C@@]32[C@]1(O3)[C@H](O)C)O,COc1ccc2c(c1O)C(=O)c1c3c(cc(O)c1C2=O)[C@@]12O[C@@]1([C@@H](C)O)[C@H](C=CC=CC=C[C@H]2O)N3
2pgz,COC(=O)[C@H]1[C@H](C[C@H]2[N@@H+]([C@@H]1CC2)C)OC(=O)c1ccccc1,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[N@H+]2C
6gnr,OC(=O)c1cccnc1Nc1cccc(c1C)Cl,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
6fmj,O[C@@H]1C[C@H](N(C1)C(=S)[C@@H](NC(=O)C)C)C(=O)NCc1ccc(cc1)c1scnc1C,CC(=O)N[C@@H](C)C(=S)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1
4cu1,C[C@@H]([C@@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
5j7q,Oc1cc(ccc1O)c1nc2n(c1)cccc2,Oc1ccc(-c2cn3ccccc3n2)cc1O
5lvl,O=c1c2ccccc2c2c3c1cccc3n[nH]2,O=C1c2ccccc2-c2[nH]nc3cccc1c23
5g5f,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)[NH3+],[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O
4lwp,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O
4gbd,CSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1N=CNC[C@H]2O,CSC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)[C@H](O)[C@@H]1O
2p4s,OC[C@H]1C[N@H+](C[C@@H]1O)Cc1c[nH]c2c1nc[nH]c2=O,O=c1[nH]cnc2c(C[N@H+]3C[C@H](O)[C@@H](CO)C3)c[nH]c12
1hdc,CC1([C@@H]2CC[C@@]3([C@@H]([C@]2(CC[C@@H]1OC(=O)CCC(=O)O)C)C(=O)C=C4[C@]3(CC[C@@]5([C@H]4C[C@@](CC5)(C)C(=O)O)C)C)C)C,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C
3i5z,OC[C@H](c1ccccc1)NC(=O)c1[nH]cc(c1)c1nc(ncc1C)Nc1ccccc1,Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1
1ppc,O=C(N[C@@H](C(=O)N1CCCCC1)Cc1ccc(cc1)C(=[NH2+])N)CNS(=O)(=O)c1ccc2c(c1)cccc2,NC(=[NH2+])c1ccc(C[C@@H](NC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCC2)cc1
1gx8,OC/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
6b4n,COC(=O)c1coc(n1)c1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)CC(C)C,COC(=O)c1coc(-c2ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)cc2)n1
6m88,c1c(cc(c(c1O)O)O)C2=C(C(=O)c3c(cc(cc3O2)O)O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
1jak,OC[C@H]1C[NH2+][C@@H]([C@H]([C@H]1O)O)NC(=O)C,CC(=O)N[C@H]1[NH2+]C[C@H](CO)[C@H](O)[C@@H]1O
4ojz,O=C([O-])C1C(OC2C(O)C(O)CC(C(=O)[O-])O2)C(O)C(O)C(OC2C(O)C(O)C(O)OC2C(=O)[O-])O1,O=C([O-])C1CC(O)C(O)C(OC2C(C(=O)[O-])OC(OC3C(C(=O)[O-])OC(O)C(O)C3O)C(O)C2O)O1
3mof,OC(=O)C(=O)O,O=C(O)C(=O)O
1lee,CC(C[C@H](NC(=O)c1cccc(c1)N)C[C@@H]([C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)O)C,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](CC(C)C)NC(=O)c1cccc(N)c1
4n14,Cc1ncc(n1CCOC(=O)N[C@H](C(Cl)(Cl)Cl)Nc2ncccn2)[N+](=O)[O-],Cc1ncc([N+](=O)[O-])n1CCOC(=O)N[C@@H](Nc1ncccn1)C(Cl)(Cl)Cl
2weo,Fc1cccc(c1)S(=O)(=O)N,NS(=O)(=O)c1cccc(F)c1
5g5w,C[C@@H]([C@@H](c1ccccc1)Oc2ccc3c(c2)cnn3c4ccc(cc4)F)NC(=O)C(F)(F)F,C[C@H](NC(=O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccccc1
6f28,C[N@@H+]1Cc2c(C1)n(C[C@@H](C(=O)O)[NH3+])c(=O)[nH]c2=O,C[N@@H+]1Cc2c(n(C[C@H]([NH3+])C(=O)O)c(=O)[nH]c2=O)C1
5o5a,CCn1c2ccc(cc2[nH]c(=O)c1=O)C(=O)N(Cc1cnn(c1)c1ccccc1)C,CCn1c(=O)c(=O)[nH]c2cc(C(=O)N(C)Cc3cnn(-c4ccccc4)c3)ccc21
5ia2,COc1ccccc1n1c(cn2c1nc1c2c(=O)[nH]c(=O)n1C)c1cc(O)ccc1C,COc1ccccc1-n1c(-c2cc(O)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12
2e9u,O=C1Nc2cncc(n2)OCCCCCOc2c(N1)cc(Cl)cc2,O=C1Nc2cncc(n2)OCCCCCOc2ccc(Cl)cc2N1
4r4t,S=C(c1ccc(cc1)c1ccc(o1)C(=O)O)NCc1ccc(cc1)c1cc(nn1c1ccc(c(c1)Cl)Cl)C(=O)O,O=C(O)c1cc(-c2ccc(CNC(=S)c3ccc(-c4ccc(C(=O)O)o4)cc3)cc2)n(-c2ccc(Cl)c(Cl)c2)n1
3upk,OC[C@H]1O[C@H](OP(OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)(O)O)(O)O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C,CC(=O)N[C@H]1[C@@H](O[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
3vrv,CCC(CC)(CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CCC/C2=CC=C3C[C@H](C(=C)[C@@H](C3)O)O)C)O,C=C1[C@H](O)CC(=CC=C2CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCC(O)(CC)CC)C[C@H]1O
4og4,N#Cc1ccc(cc1)OCCC[N@@H+]1CC[C@H](CC1)[C@](c1ccccc1)(C1CCCC1)O,N#Cc1ccc(OCCC[NH+]2CCC([C@](O)(c3ccccc3)C3CCCC3)CC2)cc1
4e7r,[NH3+]CC[C@@H]1CCN(CC1)C(=O)[C@@H](NS(=O)(=O)c1cccc(c1)c1ccc(cc1Cl)Cl)Cc1cccc(c1)C(=[NH2+])N,NC(=[NH2+])c1cccc(C[C@H](NS(=O)(=O)c2cccc(-c3ccc(Cl)cc3Cl)c2)C(=O)N2CCC(CC[NH3+])CC2)c1
5ufs,OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1CCC1=CC(=O)C=C[C@]21C)F)(C)C,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
2qpu,OC[C@H]1OC[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1[C@H](O)[C@H](C)[C@H]([C@@H]([C@H]1O)O)O)O)O,C[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H]([NH2+][C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@@H](CO)OC[C@H](O)[C@H]3O)O[C@@H]2C)[C@@H]1O
5u0z,OC(=O)[C@@H](c1ccccc1)Sc1[nH]c2c(n1)[nH+]c([nH]c2=O)N,Nc1[nH]c(=O)c2[nH]c(S[C@@H](C(=O)O)c3ccccc3)nc2[nH+]1
5jog,CC(C)n1c(cc(n1)C(F)F)C(=O)Nc2ccc(c(c2)c3ccccc3)[C@H]4[C@H](CCCc5n4cnc5)O,CC(C)n1nc(C(F)F)cc1C(=O)Nc1ccc([C@H]2[C@@H](O)CCCc3cncn32)c(-c2ccccc2)c1
5uiu,CC[C@H]1[C@H](NC(=O)[C@H]1F)COc2c3cc(c(cc3ccn2)C(=O)N)OC,CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F
2bt9,CO[C@@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O,CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
3c56,ON(C(=O)COP(O)(O)O)CCCOP(O)(O)O,O=C(CO[PH](O)(O)O)N(O)CCCO[PH](O)(O)O
1jje,c1ccc(cc1)C[C@@H]([C@H](Cc2ccc3c(c2)OCO3)C(=O)O)C(=O)O,O=C(O)[C@@H](Cc1ccccc1)[C@H](Cc1ccc2c(c1)OCO2)C(=O)O
1odj,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(N)[nH]c2=O,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
1t32,O=C(c1cc2ccccc2cc1C(=O)[C@H](P(O)(O)O)c1cccc2c1cccc2)N(C1CCN(CC1)C(=O)c1ccc2c(c1)cccc2)C,CN(C(=O)c1cc2ccccc2cc1C(=O)[C@@H](c1cccc2ccccc12)[PH](O)(O)O)C1CCN(C(=O)c2ccc3ccccc3c2)CC1
5kcb,CCN1[C@@H](c2ccccc2)c2cc(N)ccc2c2c1cc(N)cc2,CCN1c2cc(N)ccc2-c2ccc(N)cc2[C@@H]1c1ccccc1
1b57,ONC(=O)COP(O)(O)O,O=C(CO[PH](O)(O)O)NO
3n3g,N#Cc1cccc(n1)c1ccc(c(c1)C(F)(F)F)OCCC[N@@H+]1CC[N@H+](CC1)C,C[NH+]1CC[NH+](CCCOc2ccc(-c3cccc(C#N)n3)cc2C(F)(F)F)CC1
1al8,CCCCCCCCCCC1=C(C(=O)NC1=O)O,CCCCCCCCCCC1=C(O)C(=O)NC1=O
