PDB_code,Source,Dataset
PDB_4q19,PDBBind,TRAIN
PDB_4q1a,MOAD,TRAIN
PDB_4q1w,PDBBind,TRAIN
PDB_4q1x,PDBBind,TEST
PDB_4q1y,PDBBind,TRAIN
PDB_4q3t,PDBBind,TRAIN
PDB_4q3u,PDBBind,TRAIN
PDB_4q46,PDBBind,TEST
PDB_4q4o,PDBBind,VAL
PDB_4q4p,PDBBind,TRAIN
PDB_4q4q,PDBBind,TRAIN
PDB_4q4r,PDBBind,TEST
PDB_4q4s,PDBBind,TRAIN
PDB_4q6d,PDBBind,TRAIN
PDB_4q6e,PDBBind,TRAIN
PDB_4q6r,MOAD,TRAIN
PDB_4q7p,PDBBind,TRAIN
PDB_4q7s,PDBBind,TRAIN
PDB_4q7v,PDBBind,TRAIN
PDB_4q7w,PDBBind,TRAIN
PDB_4q81,PDBBind,TRAIN
PDB_4q83,PDBBind,TRAIN
PDB_4q87,PDBBind,TRAIN
PDB_4q8y,PDBBind,TRAIN
PDB_4q90,PDBBind,TRAIN
PDB_4q93,PDBBind,TEST
PDB_4q99,PDBBind,TRAIN
PDB_4q9n,MOAD,TRAIN
PDB_4q9o,PDBBind,TRAIN
PDB_4q9y,PDBBind,TRAIN
PDB_4qac,PDBBind,VAL
PDB_4qag,MOAD,TRAIN
PDB_4qb3,PDBBind,TRAIN
PDB_4qbk,MOAD,TRAIN
PDB_4qd6,PDBBind,VAL
PDB_4qdk,PDBBind,TRAIN
PDB_4qem,PDBBind,TRAIN
PDB_4qer,PDBBind,TRAIN
PDB_4qev,PDBBind,TRAIN
PDB_4qew,PDBBind,TRAIN
PDB_4qf7,PDBBind,TRAIN
PDB_4qf8,PDBBind,TRAIN
PDB_4qf9,PDBBind,TRAIN
PDB_4qgd,PDBBind,TRAIN
PDB_4qge,PDBBind,TRAIN
PDB_4qgi,PDBBind,TRAIN
PDB_4qhp,MOAD,TRAIN
PDB_4qj0,PDBBind,VAL
PDB_4qjw,PDBBind,TRAIN
PDB_4qjx,PDBBind,TRAIN
PDB_4ql1,PDBBind,TRAIN
PDB_4qmn,MOAD,VAL
PDB_4qn7,MOAD,TRAIN
PDB_4qnb,PDBBind,TRAIN
PDB_4qp2,PDBBind,TRAIN
PDB_4qpd,PDBBind,TRAIN
PDB_4qpl,PDBBind,TRAIN
PDB_4qsu,PDBBind,TEST
PDB_4qsv,PDBBind,TRAIN
PDB_4qtl,PDBBind,TRAIN
PDB_4qvx,MOAD,TRAIN
PDB_4qxo,PDBBind,TRAIN
PDB_4qyy,PDBBind,TRAIN
PDB_4r06,PDBBind,TRAIN
PDB_4r0a,PDBBind,TRAIN
PDB_4r3w,PDBBind,TRAIN
PDB_4r43,MOAD,TEST
PDB_4r4c,PDBBind,TRAIN
PDB_4r4i,PDBBind,TRAIN
PDB_4r4o,PDBBind,TRAIN
PDB_4r4t,PDBBind,TRAIN
PDB_4r59,PDBBind,VAL
PDB_4r5a,PDBBind,TRAIN
PDB_4r5b,PDBBind,TEST
PDB_4r5m,MOAD,TRAIN
PDB_4r5t,PDBBind,TEST
PDB_4r73,PDBBind,TRAIN
PDB_4r74,PDBBind,TRAIN
PDB_4r75,PDBBind,TRAIN
PDB_4r76,PDBBind,TRAIN
PDB_4ra1,PDBBind,TRAIN
PDB_4rak,PDBBind,TRAIN
PDB_4rd0,PDBBind,TRAIN
PDB_4rd3,PDBBind,TRAIN
PDB_4rd6,PDBBind,TRAIN
PDB_4rdn,PDBBind,TRAIN
PDB_4re2,PDBBind,TRAIN
PDB_4re4,PDBBind,TRAIN
PDB_4rfc,PDBBind,TRAIN
PDB_4rfd,PDBBind,TRAIN
PDB_4rfm,PDBBind,TRAIN
PDB_4rfr,PDBBind,TRAIN
PDB_4rhx,PDBBind,TRAIN
PDB_4riu,PDBBind,TRAIN
PDB_4riv,PDBBind,TRAIN
PDB_4rj8,PDBBind,TRAIN
PDB_4rkx,MOAD,TEST
PDB_4rlt,PDBBind,TRAIN
PDB_4rlu,PDBBind,TRAIN
PDB_4rlw,PDBBind,TRAIN
PDB_4rn4,PDBBind,TRAIN
PDB_4rpn,PDBBind,TEST
PDB_4rpo,PDBBind,VAL
PDB_4rqk,PDBBind,TRAIN
PDB_4rql,MOAD,TRAIN
PDB_4rqu,MOAD,TRAIN
PDB_4rqv,PDBBind,TEST
PDB_4rr6,PDBBind,TRAIN
PDB_4rr7,MOAD,TRAIN
PDB_4rra,PDBBind,VAL
PDB_4rrf,PDBBind,TRAIN
PDB_4rrg,PDBBind,VAL
PDB_4rse,MOAD,TRAIN
PDB_4rsk,PDBBind,TRAIN
PDB_4rus,MOAD,TRAIN
PDB_4rux,PDBBind,TRAIN
PDB_4ruy,PDBBind,TRAIN
PDB_4ruz,PDBBind,TRAIN
PDB_4rvr,PDBBind,TRAIN
PDB_4rwj,PDBBind,TRAIN
PDB_4rww,PDBBind,TRAIN
PDB_4s1b,MOAD,TRAIN
PDB_4s1g,PDBBind,TRAIN
PDB_4std,PDBBind,TRAIN
PDB_4tim,PDBBind,TRAIN
PDB_4tjz,PDBBind,TRAIN
PDB_4tkb,PDBBind,TRAIN
PDB_4tkh,PDBBind,TEST
PDB_4tkj,PDBBind,TRAIN
PDB_4tmn,PDBBind,TEST
PDB_4tpw,PDBBind,TRAIN
PDB_4tq3,MOAD,VAL
PDB_4tqn,PDBBind,TRAIN
PDB_4trc,PDBBind,TRAIN
PDB_4tte,PDBBind,TRAIN
PDB_4tu4,PDBBind,TRAIN
PDB_4tun,PDBBind,TRAIN
PDB_4twp,PDBBind,TRAIN
PDB_4tx6,MOAD,TRAIN
PDB_4txe,MOAD,TRAIN
PDB_4ty6,PDBBind,TRAIN
PDB_4ty7,PDBBind,TRAIN
PDB_4tz2,PDBBind,TEST
PDB_4u0f,PDBBind,VAL
PDB_4u0i,MOAD,TEST
PDB_4u0s,MOAD,VAL
PDB_4u0w,PDBBind,TRAIN
PDB_4u1b,PDBBind,TRAIN
PDB_4u43,PDBBind,TRAIN
PDB_4u44,MOAD,TRAIN
PDB_4u54,PDBBind,TEST
PDB_4u5o,PDBBind,TRAIN
PDB_4u69,PDBBind,TRAIN
PDB_4u6c,PDBBind,TRAIN
PDB_4u6w,PDBBind,TRAIN
PDB_4u6z,PDBBind,TRAIN
PDB_4u70,PDBBind,TRAIN
PDB_4u71,PDBBind,TRAIN
PDB_4u73,PDBBind,TRAIN
PDB_4u82,MOAD,TRAIN
PDB_4u8w,PDBBind,VAL
PDB_4ua8,PDBBind,TRAIN
PDB_4ual,PDBBind,TRAIN
PDB_4uap,MOAD,TRAIN
PDB_4ucc,PDBBind,TRAIN
PDB_4ufh,PDBBind,TRAIN
PDB_4ufi,PDBBind,TRAIN
PDB_4ufj,PDBBind,TRAIN
PDB_4ufk,PDBBind,TEST
PDB_4ufl,PDBBind,TRAIN
PDB_4ufm,PDBBind,TRAIN
PDB_4uin,PDBBind,TRAIN
PDB_4uj1,PDBBind,TRAIN
PDB_4uj2,PDBBind,TRAIN
PDB_4uja,PDBBind,TRAIN
PDB_4ujb,PDBBind,TRAIN
PDB_4uma,PDBBind,TRAIN
PDB_4umb,PDBBind,TRAIN
PDB_4umc,PDBBind,TEST
PDB_4und,PDBBind,TRAIN
PDB_4unp,PDBBind,TRAIN
PDB_4uof,PDBBind,TRAIN
PDB_4uoh,PDBBind,TRAIN
PDB_4up5,PDBBind,TRAIN
PDB_4urx,MOAD,TRAIN
PDB_4ury,PDBBind,TRAIN
PDB_4urz,PDBBind,VAL
PDB_4uxl,MOAD,VAL
PDB_4uye,PDBBind,TRAIN
PDB_4uyf,PDBBind,TRAIN
PDB_4uyg,MOAD,TRAIN
PDB_4v01,PDBBind,TEST
PDB_4v24,PDBBind,TRAIN
PDB_4v27,PDBBind,TRAIN
PDB_4v2o,MOAD,TRAIN
PDB_4w4s,MOAD,TRAIN
PDB_4w52,PDBBind,TRAIN
PDB_4w6z,MOAD,VAL
PDB_4w9c,PDBBind,TRAIN
PDB_4w9d,PDBBind,TRAIN
PDB_4w9f,PDBBind,TRAIN
PDB_4w9h,PDBBind,TRAIN
PDB_4w9i,PDBBind,TRAIN
PDB_4w9j,PDBBind,TRAIN
PDB_4w9k,PDBBind,TRAIN
PDB_4w9l,PDBBind,TRAIN
PDB_4w9o,PDBBind,TRAIN
PDB_4w9p,PDBBind,TRAIN
PDB_4wa4,MOAD,TRAIN
PDB_4wa9,PDBBind,TRAIN
PDB_4whs,PDBBind,TRAIN
PDB_4wiv,PDBBind,TRAIN
PDB_4wk1,PDBBind,TRAIN
PDB_4wkb,PDBBind,TRAIN
PDB_4wkn,PDBBind,TRAIN
PDB_4wko,PDBBind,TRAIN
PDB_4wkp,PDBBind,TRAIN
PDB_4wn0,MOAD,TRAIN
PDB_4wnk,MOAD,TRAIN
PDB_4wop,PDBBind,TRAIN
PDB_4wov,PDBBind,TRAIN
PDB_4wqq,MOAD,TRAIN
PDB_4wrb,PDBBind,TRAIN
PDB_4wz6,MOAD,TRAIN
PDB_4x24,PDBBind,VAL
PDB_4x48,PDBBind,TRAIN
PDB_4x50,PDBBind,TEST
PDB_4x5p,PDBBind,TRAIN
PDB_4x5q,PDBBind,TRAIN
PDB_4x5r,PDBBind,TRAIN
PDB_4x5y,PDBBind,TRAIN
PDB_4x5z,PDBBind,TRAIN
PDB_4x60,MOAD,TEST
PDB_4x6i,MOAD,TEST
PDB_4x6k,MOAD,TRAIN
PDB_4x6m,PDBBind,TRAIN
PDB_4x6n,PDBBind,TRAIN
PDB_4x6o,PDBBind,TRAIN
PDB_4x6x,MOAD,TRAIN
PDB_4x7q,MOAD,TRAIN
PDB_4x8u,PDBBind,TRAIN
PDB_4x8v,PDBBind,TRAIN
PDB_4xaq,PDBBind,TRAIN
PDB_4xar,PDBBind,TRAIN
PDB_4xas,PDBBind,TRAIN
PDB_4xip,PDBBind,TRAIN
PDB_4xiq,PDBBind,TRAIN
PDB_4xir,PDBBind,TRAIN
PDB_4xit,PDBBind,TRAIN
PDB_4xj2,MOAD,TRAIN
PDB_4xk9,PDBBind,TRAIN
PDB_4xmb,PDBBind,TRAIN
PDB_4xnv,MOAD,VAL
PDB_4xo8,PDBBind,TRAIN
PDB_4xoc,PDBBind,TRAIN
PDB_4xoe,PDBBind,TRAIN
PDB_4xrq,MOAD,TRAIN
PDB_4xrz,MOAD,TRAIN
PDB_4xt2,PDBBind,TRAIN
PDB_4xtv,PDBBind,TEST
PDB_4xtw,PDBBind,TRAIN
PDB_4xtx,PDBBind,TRAIN
PDB_4xty,PDBBind,TRAIN
PDB_4xtz,PDBBind,TRAIN
PDB_4xu0,PDBBind,TRAIN
PDB_4xu1,PDBBind,VAL
PDB_4xu2,PDBBind,TRAIN
PDB_4xu3,PDBBind,TRAIN
PDB_4xub,MOAD,TRAIN
PDB_4xuc,MOAD,VAL
PDB_4xv1,MOAD,TRAIN
PDB_4xxh,PDBBind,TRAIN
PDB_4xy8,PDBBind,VAL
PDB_4xya,PDBBind,TRAIN
PDB_4xz6,MOAD,TRAIN
PDB_4y0a,PDBBind,VAL
PDB_4y24,MOAD,TRAIN
PDB_4y2b,MOAD,TRAIN
PDB_4y2q,PDBBind,VAL
PDB_4y3j,PDBBind,TRAIN
PDB_4y3y,PDBBind,TEST
PDB_4y4j,PDBBind,TRAIN
PDB_4y59,PDBBind,VAL
PDB_4y5d,PDBBind,TRAIN
PDB_4y79,PDBBind,TRAIN
PDB_4y85,MOAD,TRAIN
PDB_4y8x,PDBBind,TRAIN
PDB_4ybk,PDBBind,TRAIN
PDB_4yc0,PDBBind,VAL
PDB_4yc9,MOAD,TRAIN
PDB_4yes,PDBBind,TRAIN
PDB_4ygf,PDBBind,TRAIN
PDB_4yhm,PDBBind,TRAIN
PDB_4yho,PDBBind,TRAIN
PDB_4yj1,MOAD,VAL
PDB_4yk0,PDBBind,TRAIN
PDB_4ykk,PDBBind,TEST
PDB_4ymb,PDBBind,VAL
PDB_4ymh,PDBBind,TRAIN
PDB_4yml,PDBBind,TRAIN
PDB_4ymq,PDBBind,TRAIN
PDB_4ynb,PDBBind,TRAIN
PDB_4yo8,PDBBind,TRAIN
PDB_4yoi,MOAD,TRAIN
PDB_4yrd,PDBBind,TRAIN
PDB_4ysl,PDBBind,TRAIN
PDB_4ysx,MOAD,TRAIN
PDB_4ytc,PDBBind,TRAIN
PDB_4yth,PDBBind,TRAIN
PDB_4yuw,MOAD,TRAIN
PDB_4yx4,PDBBind,TRAIN
PDB_4yxi,PDBBind,TEST
PDB_4yyt,PDBBind,TRAIN
PDB_4yz5,MOAD,TRAIN
PDB_4yzu,PDBBind,TRAIN
PDB_4z07,PDBBind,TEST
PDB_4z0k,PDBBind,TEST
PDB_4z0q,PDBBind,TRAIN
PDB_4z1e,PDBBind,TRAIN
PDB_4z1j,PDBBind,TRAIN
PDB_4z1k,PDBBind,TEST
PDB_4z2b,PDBBind,TRAIN
PDB_4z83,PDBBind,TRAIN
PDB_4z84,PDBBind,TEST
PDB_4z93,PDBBind,TRAIN
PDB_4zae,PDBBind,TRAIN
PDB_4zbi,PDBBind,TRAIN
PDB_4zbr,MOAD,TRAIN
PDB_4zcs,PDBBind,TRAIN
PDB_4zcw,MOAD,TRAIN
PDB_4ze0,MOAD,TRAIN
PDB_4zei,PDBBind,TRAIN
PDB_4zek,PDBBind,TRAIN
PDB_4zgk,PDBBind,TRAIN
PDB_4zip,PDBBind,TRAIN
PDB_4zji,PDBBind,TEST
PDB_4zla,MOAD,TRAIN
PDB_4zme,PDBBind,TRAIN
PDB_4zo5,PDBBind,TRAIN
PDB_4zoa,MOAD,TRAIN
PDB_4zow,PDBBind,TRAIN
PDB_4zqo,MOAD,TEST
PDB_4zs4,MOAD,VAL
PDB_4zt8,PDBBind,TRAIN
PDB_4zvi,PDBBind,TEST
PDB_4zw5,PDBBind,TRAIN
PDB_4zw6,PDBBind,TRAIN
PDB_4zw7,PDBBind,TRAIN
PDB_4zw8,PDBBind,TRAIN
PDB_4zwx,PDBBind,TRAIN
PDB_4zwz,PDBBind,TRAIN
PDB_4zx0,PDBBind,TRAIN
PDB_4zx1,PDBBind,VAL
PDB_4zx3,PDBBind,TRAIN
PDB_4zx4,PDBBind,VAL
PDB_4zy1,MOAD,TRAIN
PDB_4zyf,PDBBind,TRAIN
PDB_4zzd,PDBBind,TRAIN
PDB_4zzx,PDBBind,TRAIN
PDB_4zzy,PDBBind,TRAIN
PDB_4zzz,PDBBind,TRAIN
PDB_5a5q,PDBBind,VAL
PDB_5a69,MOAD,VAL
PDB_5a6b,MOAD,TRAIN
PDB_5a6k,PDBBind,TRAIN
PDB_5a6x,PDBBind,TEST
PDB_5a7b,PDBBind,TRAIN
PDB_5a81,PDBBind,TRAIN
PDB_5a8e,MOAD,TRAIN
PDB_5aa9,PDBBind,TRAIN
PDB_5aan,PDBBind,TRAIN
PDB_5aav,MOAD,TRAIN
PDB_5aba,PDBBind,TRAIN
PDB_5abf,MOAD,TRAIN
PDB_5abh,MOAD,TRAIN
PDB_5acy,PDBBind,TRAIN
PDB_5ae9,MOAD,TRAIN
PDB_5ahw,PDBBind,TRAIN
PDB_5aip,MOAD,TRAIN
PDB_5alb,PDBBind,TRAIN
PDB_5am6,PDBBind,TRAIN
PDB_5am7,PDBBind,TRAIN
PDB_5amd,PDBBind,TRAIN
PDB_5amg,PDBBind,TRAIN
PDB_5aml,PDBBind,TRAIN
PDB_5ant,PDBBind,TRAIN
PDB_5anu,PDBBind,TRAIN
PDB_5anv,PDBBind,TEST
PDB_5aoi,PDBBind,TRAIN
PDB_5aoj,PDBBind,TRAIN
PDB_5aol,PDBBind,TRAIN
PDB_5apk,MOAD,TRAIN
PDB_5aqz,PDBBind,TRAIN
PDB_5ar0,MOAD,TRAIN
PDB_5avf,PDBBind,TRAIN
PDB_5ax9,MOAD,TRAIN
PDB_5ayt,PDBBind,TRAIN
PDB_5b25,PDBBind,TRAIN
PDB_5b5f,PDBBind,TEST
PDB_5b5g,PDBBind,TRAIN
PDB_5bns,MOAD,TRAIN
PDB_5bo9,MOAD,TRAIN
PDB_5boj,PDBBind,TRAIN
PDB_5bre,MOAD,TRAIN
PDB_5bry,PDBBind,TRAIN
PDB_5bs4,PDBBind,TRAIN
PDB_5btx,PDBBind,TRAIN
PDB_5bvb,MOAD,TRAIN
PDB_5bwc,PDBBind,TRAIN
PDB_5bx3,MOAD,TRAIN
PDB_5byi,PDBBind,TEST
PDB_5c03,MOAD,TRAIN
PDB_5c1m,PDBBind,TRAIN
PDB_5c1w,PDBBind,TRAIN
PDB_5c28,PDBBind,TRAIN
PDB_5c2a,PDBBind,TRAIN
PDB_5c2h,PDBBind,TRAIN
PDB_5c2o,PDBBind,TRAIN
PDB_5c3p,PDBBind,TRAIN
PDB_5c3r,MOAD,TRAIN
PDB_5c4l,MOAD,TRAIN
PDB_5c5h,MOAD,TEST
PDB_5c5t,PDBBind,VAL
PDB_5c83,MOAD,TRAIN
PDB_5c8n,PDBBind,TRAIN
PDB_5cap,PDBBind,TRAIN
PDB_5caq,PDBBind,TEST
PDB_5cas,PDBBind,TRAIN
PDB_5cau,PDBBind,TRAIN
PDB_5cbm,PDBBind,TRAIN
PDB_5cbr,PDBBind,TRAIN
PDB_5cbs,PDBBind,TRAIN
PDB_5cc2,PDBBind,TEST
PDB_5cdh,MOAD,VAL
PDB_5cep,PDBBind,TRAIN
PDB_5chk,PDBBind,TRAIN
PDB_5chr,MOAD,VAL
PDB_5cj6,PDBBind,TRAIN
PDB_5cjf,PDBBind,TRAIN
PDB_5cks,PDBBind,TRAIN
PDB_5cp5,PDBBind,VAL
PDB_5cp9,PDBBind,TRAIN
PDB_5cpr,MOAD,TRAIN
PDB_5cqt,PDBBind,TRAIN
PDB_5cqu,PDBBind,TRAIN
PDB_5cs3,PDBBind,TRAIN
PDB_5cs6,PDBBind,TRAIN
PDB_5cso,PDBBind,TRAIN
PDB_5csp,PDBBind,TRAIN
PDB_5ct2,PDBBind,TRAIN
PDB_5cu4,PDBBind,TRAIN
PDB_5cuq,MOAD,TRAIN
PDB_5cwa,MOAD,TRAIN
PDB_5cxa,PDBBind,TRAIN
PDB_5cy9,PDBBind,TEST
PDB_5d0c,PDBBind,TRAIN
PDB_5d0r,PDBBind,TRAIN
PDB_5d1r,PDBBind,TRAIN
PDB_5d21,PDBBind,TEST
PDB_5d24,PDBBind,TRAIN
PDB_5d25,PDBBind,TRAIN
PDB_5d26,PDBBind,TRAIN
PDB_5d2r,PDBBind,TRAIN
PDB_5d3c,PDBBind,TRAIN
PDB_5d3h,PDBBind,TRAIN
PDB_5d3j,PDBBind,TRAIN
PDB_5d3l,PDBBind,TRAIN
PDB_5d3n,PDBBind,TRAIN
PDB_5d3p,PDBBind,TRAIN
PDB_5d3t,PDBBind,TRAIN
PDB_5d3x,PDBBind,VAL
PDB_5d45,PDBBind,TRAIN
PDB_5d47,PDBBind,TRAIN
PDB_5d48,PDBBind,VAL
PDB_5dbm,PDBBind,VAL
PDB_5dex,PDBBind,TRAIN
PDB_5dey,PDBBind,TEST
PDB_5dfp,PDBBind,TRAIN
PDB_5dgu,PDBBind,TRAIN
PDB_5dgw,PDBBind,TRAIN
PDB_5dh4,PDBBind,TRAIN
PDB_5dh5,PDBBind,TEST
PDB_5dhu,PDBBind,TRAIN
PDB_5dit,PDBBind,TRAIN
PDB_5dkn,PDBBind,TRAIN
PDB_5dlx,PDBBind,TRAIN
PDB_5dnu,PDBBind,VAL
PDB_5dpx,PDBBind,TRAIN
PDB_5dq8,PDBBind,TRAIN
PDB_5dqe,PDBBind,TEST
PDB_5dqf,PDBBind,TRAIN
PDB_5drr,PDBBind,TRAIN
PDB_5duf,MOAD,VAL
PDB_5dus,PDBBind,TRAIN
PDB_5duw,PDBBind,TRAIN
PDB_5dux,MOAD,VAL
PDB_5dv2,MOAD,VAL
PDB_5dw2,PDBBind,TRAIN
PDB_5dwr,PDBBind,VAL
PDB_5dx4,PDBBind,TRAIN
PDB_5dxt,PDBBind,TEST
PDB_5dy5,MOAD,TRAIN
PDB_5dyo,PDBBind,TRAIN
PDB_5e13,PDBBind,TRAIN
PDB_5e1s,PDBBind,TRAIN
PDB_5e28,PDBBind,VAL
PDB_5e2k,PDBBind,TRAIN
PDB_5e2l,PDBBind,TRAIN
PDB_5e2o,PDBBind,TRAIN
PDB_5e2p,PDBBind,TRAIN
PDB_5e2r,PDBBind,TRAIN
PDB_5e2s,PDBBind,TRAIN
PDB_5e73,PDBBind,TRAIN
PDB_5e74,PDBBind,TRAIN
PDB_5e7n,PDBBind,TEST
PDB_5e89,PDBBind,TEST
PDB_5e95,MOAD,TRAIN
PDB_5eb3,MOAD,TRAIN
PDB_5ect,PDBBind,TRAIN
PDB_5edb,PDBBind,TRAIN
PDB_5edc,PDBBind,TRAIN
PDB_5edd,PDBBind,TRAIN
PDB_5edl,PDBBind,TRAIN
PDB_5ee7,MOAD,TEST
PDB_5eei,PDBBind,TRAIN
PDB_5eek,PDBBind,TRAIN
PDB_5een,PDBBind,TEST
PDB_5ef7,PDBBind,TRAIN
PDB_5efc,PDBBind,TRAIN
PDB_5efh,PDBBind,TRAIN
PDB_5egm,PDBBind,TRAIN
PDB_5egu,PDBBind,TRAIN
PDB_5eh5,PDBBind,TRAIN
PDB_5eh7,PDBBind,TEST
PDB_5eh8,PDBBind,TEST
PDB_5ehq,PDBBind,TRAIN
PDB_5ehr,PDBBind,TRAIN
PDB_5ehv,PDBBind,TRAIN
PDB_5ehw,PDBBind,TRAIN
PDB_5eij,PDBBind,TRAIN
PDB_5eis,PDBBind,TRAIN
PDB_5ekm,PDBBind,VAL
PDB_5eko,MOAD,TRAIN
PDB_5el9,PDBBind,TRAIN
PDB_5elw,PDBBind,TRAIN
PDB_5en3,PDBBind,TRAIN
PDB_5eou,MOAD,TRAIN
PDB_5ep7,PDBBind,TRAIN
PDB_5eq1,PDBBind,TRAIN
PDB_5eqe,PDBBind,TRAIN
PDB_5eqp,PDBBind,TRAIN
PDB_5eqy,PDBBind,TEST
PDB_5er1,PDBBind,TRAIN
PDB_5er4,PDBBind,TRAIN
PDB_5etb,PDBBind,TRAIN
PDB_5etj,PDBBind,TRAIN
PDB_5eu1,PDBBind,TRAIN
PDB_5ev8,PDBBind,TRAIN
PDB_5evb,PDBBind,TRAIN
PDB_5evd,PDBBind,TRAIN
PDB_5evk,PDBBind,TRAIN
PDB_5evz,PDBBind,TRAIN
PDB_5ew0,PDBBind,TRAIN
PDB_5ew9,MOAD,TRAIN
PDB_5ewa,PDBBind,TRAIN
PDB_5ewk,PDBBind,TRAIN
PDB_5ewy,PDBBind,TRAIN
PDB_5exl,PDBBind,TEST
PDB_5exm,PDBBind,TRAIN
PDB_5exn,PDBBind,TEST
PDB_5exw,PDBBind,TRAIN
PDB_5ey0,PDBBind,TRAIN
PDB_5ey4,PDBBind,TRAIN
PDB_5eyk,MOAD,TRAIN
PDB_5eyr,PDBBind,TRAIN
PDB_5f08,PDBBind,TRAIN
PDB_5f0f,PDBBind,TRAIN
PDB_5f1h,PDBBind,TRAIN
PDB_5f1r,PDBBind,TRAIN
PDB_5f1v,PDBBind,TRAIN
PDB_5f25,PDBBind,TEST
PDB_5f2p,PDBBind,TRAIN
PDB_5f2r,PDBBind,TRAIN
PDB_5f5z,PDBBind,TRAIN
PDB_5f60,PDBBind,TRAIN
PDB_5f61,PDBBind,VAL
PDB_5f62,PDBBind,TRAIN
PDB_5f63,PDBBind,TRAIN
PDB_5f74,PDBBind,TRAIN
PDB_5f8y,PDBBind,TEST
PDB_5f90,MOAD,TRAIN
PDB_5f9b,PDBBind,VAL
PDB_5fa5,MOAD,TRAIN
PDB_5fa6,MOAD,TRAIN
PDB_5fbi,PDBBind,VAL
PDB_5fck,PDBBind,TRAIN
PDB_5fcz,PDBBind,TRAIN
PDB_5fd0,MOAD,TEST
PDB_5fdc,PDBBind,TRAIN
PDB_5fdi,PDBBind,TRAIN
PDB_5fdz,MOAD,TRAIN
PDB_5fe6,PDBBind,TRAIN
PDB_5fe7,PDBBind,TRAIN
PDB_5fe9,PDBBind,TRAIN
PDB_5fh8,PDBBind,TRAIN
PDB_5fhn,PDBBind,TRAIN
PDB_5fho,PDBBind,TEST
PDB_5fl4,PDBBind,TRAIN
PDB_5fl5,PDBBind,TRAIN
PDB_5fl6,PDBBind,TRAIN
PDB_5flo,PDBBind,TRAIN
PDB_5flq,PDBBind,TEST
PDB_5fls,PDBBind,TRAIN
PDB_5flt,PDBBind,TRAIN
PDB_5fnc,PDBBind,TRAIN
PDB_5fnd,PDBBind,VAL
PDB_5fnf,PDBBind,TRAIN
PDB_5fng,PDBBind,TRAIN
PDB_5fnr,PDBBind,TRAIN
PDB_5fns,PDBBind,TRAIN
PDB_5fnt,PDBBind,TRAIN
PDB_5fnu,PDBBind,TRAIN
PDB_5fog,PDBBind,TRAIN
PDB_5foi,MOAD,TRAIN
PDB_5fol,PDBBind,TRAIN
PDB_5fqd,MOAD,TRAIN
PDB_5fre,MOAD,TRAIN
PDB_5fs0,MOAD,TRAIN
PDB_5fs5,PDBBind,TRAIN
PDB_5fsc,PDBBind,TRAIN
PDB_5fsn,PDBBind,TRAIN
PDB_5fso,PDBBind,TRAIN
PDB_5fsx,PDBBind,TRAIN
PDB_5fsy,PDBBind,TRAIN
PDB_5fto,PDBBind,TRAIN
PDB_5fu3,MOAD,TRAIN
PDB_5fut,PDBBind,TRAIN
PDB_5fyx,PDBBind,TRAIN
PDB_5g0g,MOAD,TRAIN
PDB_5g0h,MOAD,VAL
PDB_5g10,MOAD,TRAIN
PDB_5g17,PDBBind,TRAIN
PDB_5g1a,PDBBind,TRAIN
PDB_5g1n,MOAD,TRAIN
PDB_5g1z,PDBBind,TEST
PDB_5g2b,PDBBind,TRAIN
PDB_5g2g,PDBBind,TRAIN
PDB_5g3n,MOAD,TEST
PDB_5g3u,MOAD,TRAIN
PDB_5g45,PDBBind,TRAIN
PDB_5g46,PDBBind,VAL
PDB_5g4m,PDBBind,TRAIN
PDB_5g4n,PDBBind,VAL
PDB_5g4o,PDBBind,TRAIN
PDB_5g57,PDBBind,TRAIN
PDB_5g5f,PDBBind,TRAIN
PDB_5g5v,PDBBind,VAL
PDB_5g5w,MOAD,VAL
PDB_5g5z,PDBBind,TRAIN
PDB_5ggn,MOAD,TRAIN
PDB_5gj9,PDBBind,TRAIN
PDB_5gja,PDBBind,TRAIN
PDB_5gjo,MOAD,TRAIN
PDB_5gmh,PDBBind,TRAIN
PDB_5gmn,PDBBind,TRAIN
PDB_5gof,PDBBind,TRAIN
PDB_5gsa,PDBBind,TRAIN
PDB_5gub,MOAD,TEST
PDB_5guf,MOAD,TRAIN
PDB_5gvl,MOAD,TRAIN
PDB_5gwe,MOAD,TRAIN
PDB_5h1t,PDBBind,TRAIN
PDB_5h1u,PDBBind,TRAIN
PDB_5h1v,PDBBind,TRAIN
PDB_5h4j,MOAD,TRAIN
PDB_5h5o,MOAD,TRAIN
PDB_5h85,PDBBind,TRAIN
PDB_5h8e,PDBBind,TRAIN
PDB_5h8g,PDBBind,TRAIN
PDB_5h9p,MOAD,TRAIN
PDB_5h9q,MOAD,TEST
PDB_5h9r,PDBBind,TRAIN
PDB_5ha1,PDBBind,VAL
PDB_5hbn,PDBBind,VAL
PDB_5hbs,PDBBind,TRAIN
PDB_5hct,PDBBind,TRAIN
PDB_5hcv,PDBBind,TRAIN
PDB_5hcy,PDBBind,TRAIN
PDB_5hi5,MOAD,TRAIN
PDB_5hi7,PDBBind,TRAIN
PDB_5his,PDBBind,TRAIN
PDB_5hjq,PDBBind,VAL
PDB_5hr5,MOAD,TRAIN
PDB_5hrv,PDBBind,TRAIN
PDB_5hrw,PDBBind,TRAIN
